Time,G1 - Min,G1 - Max,G1 - Cost
13/06/2019 15.00,0,1600,0.03111
13/06/2019 16.00,0,1600,0.03297
13/06/2019 17.00,0,1600,0.03384
13/06/2019 18.00,0,1600,0.0335
13/06/2019 19.00,0,1600,0.03242
13/06/2019 20.00,0,1600,0.03297
13/06/2019 21.00,0,1600,0.0323
13/06/2019 22.00,0,1600,0.03061
13/06/2019 23.00,0,1600,0.02833
14/06/2019 00.00,0,1600,0.02599
14/06/2019 01.00,0,1600,0.02501
14/06/2019 02.00,0,1600,0.02266
14/06/2019 03.00,0,1600,0.02311
14/06/2019 04.00,0,1600,0.02861
14/06/2019 05.00,0,1600,0.03194
14/06/2019 06.00,0,1600,0.03307
14/06/2019 07.00,0,1600,0.03458
14/06/2019 08.00,0,1600,0.03418
14/06/2019 09.00,0,1600,0.03419
14/06/2019 10.00,0,1600,0.03454
14/06/2019 11.00,0,1600,0.0339
14/06/2019 12.00,0,1600,0.03241
14/06/2019 13.00,0,1600,0.03232
14/06/2019 14.00,0,1600,0.0329
14/06/2019 15.00,0,1600,0.03202
14/06/2019 16.00,0,1600,0.03284
14/06/2019 17.00,0,1600,0.03295
14/06/2019 18.00,0,1600,0.03282
14/06/2019 19.00,0,1600,0.03144
14/06/2019 20.00,0,1600,0.03094
14/06/2019 21.00,0,1600,0.03026
14/06/2019 22.00,0,1600,0.02782
14/06/2019 23.00,0,1600,0.02813
15/06/2019 00.00,0,1600,0.02737
15/06/2019 01.00,0,1600,0.02297
15/06/2019 02.00,0,1600,0.02001
15/06/2019 03.00,0,1600,0.01808
15/06/2019 04.00,0,1600,0.01991
15/06/2019 05.00,0,1600,0.02145
15/06/2019 06.00,0,1600,0.02459
15/06/2019 07.00,0,1600,0.02851
15/06/2019 08.00,0,1600,0.02956
15/06/2019 09.00,0,1600,0.02941
15/06/2019 10.00,0,1600,0.02747
15/06/2019 11.00,0,1600,0.02538
15/06/2019 12.00,0,1600,0.02493
15/06/2019 13.00,0,1600,0.02354
15/06/2019 14.00,0,1600,0.02364
15/06/2019 15.00,0,1600,0.02432
15/06/2019 16.00,0,1600,0.02827
15/06/2019 17.00,0,1600,0.02854
15/06/2019 18.00,0,1600,0.02731
15/06/2019 19.00,0,1600,0.02393
15/06/2019 20.00,0,1600,0.02261
15/06/2019 21.00,0,1600,0.01922
15/06/2019 22.00,0,1600,0.01544
15/06/2019 23.00,0,1600,0.02186
16/06/2019 00.00,0,1600,0.02075
16/06/2019 01.00,0,1600,0.01979
16/06/2019 02.00,0,1600,0.0175
16/06/2019 03.00,0,1600,0.01409
16/06/2019 04.00,0,1600,0.01797
16/06/2019 05.00,0,1600,0.01994
16/06/2019 06.00,0,1600,0.02531
16/06/2019 07.00,0,1600,0.02767
16/06/2019 08.00,0,1600,0.02804
16/06/2019 09.00,0,1600,0.02744
16/06/2019 10.00,0,1600,0.02798
16/06/2019 11.00,0,1600,0.02717
16/06/2019 12.00,0,1600,0.02392
16/06/2019 13.00,0,1600,0.0231
16/06/2019 14.00,0,1600,0.02465
16/06/2019 15.00,0,1600,0.02516
16/06/2019 16.00,0,1600,0.02591
16/06/2019 17.00,0,1600,0.02802
16/06/2019 18.00,0,1600,0.0287
16/06/2019 19.00,0,1600,0.02792
16/06/2019 20.00,0,1600,0.02738
16/06/2019 21.00,0,1600,0.02566
16/06/2019 22.00,0,1600,0.01997
16/06/2019 23.00,0,1600,0.01827
17/06/2019 00.00,0,1600,0.01703
17/06/2019 01.00,0,1600,0.01724
17/06/2019 02.00,0,1600,0.01573
17/06/2019 03.00,0,1600,0.01174
17/06/2019 04.00,0,1600,0.02568
17/06/2019 05.00,0,1600,0.03127
17/06/2019 06.00,0,1600,0.03332
17/06/2019 07.00,0,1600,0.03486
17/06/2019 08.00,0,1600,0.03468
17/06/2019 09.00,0,1600,0.03353
17/06/2019 10.00,0,1600,0.03262
17/06/2019 11.00,0,1600,0.0329
17/06/2019 12.00,0,1600,0.03242
17/06/2019 13.00,0,1600,0.03264
17/06/2019 14.00,0,1600,0.03166
17/06/2019 15.00,0,1600,0.03074
17/06/2019 16.00,0,1600,0.03127
17/06/2019 17.00,0,1600,0.03146
17/06/2019 18.00,0,1600,0.03142
17/06/2019 19.00,0,1600,0.02976
17/06/2019 20.00,0,1600,0.02818
17/06/2019 21.00,0,1600,0.02324
17/06/2019 22.00,0,1600,0.01974
17/06/2019 23.00,0,1600,0.01777
18/06/2019 00.00,0,1600,0.01775
18/06/2019 01.00,0,1600,0.01621
18/06/2019 02.00,0,1600,0.01409
18/06/2019 03.00,0,1600,0.0101
18/06/2019 04.00,0,1600,0.02206
18/06/2019 05.00,0,1600,0.0314
18/06/2019 06.00,0,1600,0.03313
18/06/2019 07.00,0,1600,0.03475
18/06/2019 08.00,0,1600,0.0358
18/06/2019 09.00,0,1600,0.0356
18/06/2019 10.00,0,1600,0.03492
18/06/2019 11.00,0,1600,0.03446
18/06/2019 12.00,0,1600,0.03352
18/06/2019 13.00,0,1600,0.03285
18/06/2019 14.00,0,1600,0.03116
18/06/2019 15.00,0,1600,0.02944
18/06/2019 16.00,0,1600,0.0304
18/06/2019 17.00,0,1600,0.0315
18/06/2019 18.00,0,1600,0.03142
18/06/2019 19.00,0,1600,0.02938
18/06/2019 20.00,0,1600,0.02788
18/06/2019 21.00,0,1600,0.02482
18/06/2019 22.00,0,1600,0.02052
18/06/2019 23.00,0,1600,0.0041
19/06/2019 00.00,0,1600,0.01408
19/06/2019 01.00,0,1600,0.01759
19/06/2019 02.00,0,1600,0.01676
19/06/2019 03.00,0,1600,0.01401
19/06/2019 04.00,0,1600,0.02492
19/06/2019 05.00,0,1600,0.03206
19/06/2019 06.00,0,1600,0.03384
19/06/2019 07.00,0,1600,0.0345
19/06/2019 08.00,0,1600,0.03449
19/06/2019 09.00,0,1600,0.03487
19/06/2019 10.00,0,1600,0.03475
19/06/2019 11.00,0,1600,0.03524
19/06/2019 12.00,0,1600,0.03497
19/06/2019 13.00,0,1600,0.035
19/06/2019 14.00,0,1600,0.0334
19/06/2019 15.00,0,1600,0.03238
19/06/2019 16.00,0,1600,0.03248
19/06/2019 17.00,0,1600,0.03283
19/06/2019 18.00,0,1600,0.03301
19/06/2019 19.00,0,1600,0.03229
19/06/2019 20.00,0,1600,0.03157
19/06/2019 21.00,0,1600,0.0302
19/06/2019 22.00,0,1600,0.02886
19/06/2019 23.00,0,1600,0.02895
20/06/2019 00.00,0,1600,0.02843
20/06/2019 01.00,0,1600,0.02734
20/06/2019 02.00,0,1600,0.02507
20/06/2019 03.00,0,1600,0.0187
20/06/2019 04.00,0,1600,0.02305
20/06/2019 05.00,0,1600,0.03071
20/06/2019 06.00,0,1600,0.03233
20/06/2019 07.00,0,1600,0.03248
20/06/2019 08.00,0,1600,0.0319
20/06/2019 09.00,0,1600,0.03174
20/06/2019 10.00,0,1600,0.03135
20/06/2019 11.00,0,1600,0.03131
20/06/2019 12.00,0,1600,0.03096
20/06/2019 13.00,0,1600,0.03095
20/06/2019 14.00,0,1600,0.03061
20/06/2019 15.00,0,1600,0.03017
20/06/2019 16.00,0,1600,0.03021
20/06/2019 17.00,0,1600,0.03055
20/06/2019 18.00,0,1600,0.03058
20/06/2019 19.00,0,1600,0.02982
20/06/2019 20.00,0,1600,0.02846
20/06/2019 21.00,0,1600,0.02538
20/06/2019 22.00,0,1600,0.01695
20/06/2019 23.00,0,1600,0.02489
21/06/2019 00.00,0,1600,0.02322
21/06/2019 01.00,0,1600,0.02041
21/06/2019 02.00,0,1600,0.01876
21/06/2019 03.00,0,1600,0.01406
21/06/2019 04.00,0,1600,0.02413
21/06/2019 05.00,0,1600,0.02745
21/06/2019 06.00,0,1600,0.02824
21/06/2019 07.00,0,1600,0.02992
21/06/2019 08.00,0,1600,0.03033
21/06/2019 09.00,0,1600,0.03105
21/06/2019 10.00,0,1600,0.03139
21/06/2019 11.00,0,1600,0.03139
21/06/2019 12.00,0,1600,0.0295
21/06/2019 13.00,0,1600,0.02853
21/06/2019 14.00,0,1600,0.02777
21/06/2019 15.00,0,1600,0.02839
21/06/2019 16.00,0,1600,0.02841
21/06/2019 17.00,0,1600,0.02854
21/06/2019 18.00,0,1600,0.02808
21/06/2019 19.00,0,1600,0.02501
21/06/2019 20.00,0,1600,0.02565
21/06/2019 21.00,0,1600,0.0247
21/06/2019 22.00,0,1600,0.02102
21/06/2019 23.00,0,1600,0.02502
22/06/2019 00.00,0,1600,0.02114
22/06/2019 01.00,0,1600,0.01502
22/06/2019 02.00,0,1600,0.00291
22/06/2019 03.00,0,1600,0.0015
22/06/2019 04.00,0,1600,0.0024
22/06/2019 05.00,0,1600,0.01502
22/06/2019 06.00,0,1600,0.02392
22/06/2019 07.00,0,1600,0.02311
22/06/2019 08.00,0,1600,0.02396
22/06/2019 09.00,0,1600,0.0247
22/06/2019 10.00,0,1600,0.02537
22/06/2019 11.00,0,1600,0.0249
22/06/2019 12.00,0,1600,0.02431
22/06/2019 13.00,0,1600,0.02431
22/06/2019 14.00,0,1600,0.02347
22/06/2019 15.00,0,1600,0.0232
22/06/2019 16.00,0,1600,0.02323
22/06/2019 17.00,0,1600,0.0235
22/06/2019 18.00,0,1600,0.02397
22/06/2019 19.00,0,1600,0.02366
22/06/2019 20.00,0,1600,0.02489
22/06/2019 21.00,0,1600,0.02496
22/06/2019 22.00,0,1600,0.02287
22/06/2019 23.00,0,1600,0.02139
23/06/2019 00.00,0,1600,0.01692
23/06/2019 01.00,0,1600,0.01405
23/06/2019 02.00,0,1600,0.00822
23/06/2019 03.00,0,1600,0.00491
23/06/2019 04.00,0,1600,0.01407
23/06/2019 05.00,0,1600,0.02068
23/06/2019 06.00,0,1600,0.02189
23/06/2019 07.00,0,1600,0.02578
23/06/2019 08.00,0,1600,0.02572
23/06/2019 09.00,0,1600,0.02537
23/06/2019 10.00,0,1600,0.02417
23/06/2019 11.00,0,1600,0.02204
23/06/2019 12.00,0,1600,0.0218
23/06/2019 13.00,0,1600,0.02214
23/06/2019 14.00,0,1600,0.0233
23/06/2019 15.00,0,1600,0.02648
23/06/2019 16.00,0,1600,0.02703
23/06/2019 17.00,0,1600,0.02875
23/06/2019 18.00,0,1600,0.03027
23/06/2019 19.00,0,1600,0.02942
23/06/2019 20.00,0,1600,0.02947
23/06/2019 21.00,0,1600,0.02977
23/06/2019 22.00,0,1600,0.02704
23/06/2019 23.00,0,1600,0.02632
24/06/2019 00.00,0,1600,0.02507
24/06/2019 01.00,0,1600,0.02343
24/06/2019 02.00,0,1600,0.02401
24/06/2019 03.00,0,1600,0.02168
24/06/2019 04.00,0,1600,0.02597
24/06/2019 05.00,0,1600,0.03229
24/06/2019 06.00,0,1600,0.03513
24/06/2019 07.00,0,1600,0.03557
24/06/2019 08.00,0,1600,0.03508
24/06/2019 09.00,0,1600,0.03375
24/06/2019 10.00,0,1600,0.03347
24/06/2019 11.00,0,1600,0.03346
24/06/2019 12.00,0,1600,0.03303
24/06/2019 13.00,0,1600,0.03282
24/06/2019 14.00,0,1600,0.03222
24/06/2019 15.00,0,1600,0.03278
24/06/2019 16.00,0,1600,0.03474
24/06/2019 17.00,0,1600,0.03426
24/06/2019 18.00,0,1600,0.03383
24/06/2019 19.00,0,1600,0.0332
24/06/2019 20.00,0,1600,0.03233
24/06/2019 21.00,0,1600,0.03206
24/06/2019 22.00,0,1600,0.02882
24/06/2019 23.00,0,1600,0.02524
25/06/2019 00.00,0,1600,0.02478
25/06/2019 01.00,0,1600,0.0237
25/06/2019 02.00,0,1600,0.02309
25/06/2019 03.00,0,1600,0.02004
25/06/2019 04.00,0,1600,0.02729
25/06/2019 05.00,0,1600,0.03205
25/06/2019 06.00,0,1600,0.03544
25/06/2019 07.00,0,1600,0.03516
25/06/2019 08.00,0,1600,0.03543
25/06/2019 09.00,0,1600,0.03572
25/06/2019 10.00,0,1600,0.03559
25/06/2019 11.00,0,1600,0.03429
25/06/2019 12.00,0,1600,0.0338
25/06/2019 13.00,0,1600,0.0339
25/06/2019 14.00,0,1600,0.03379
25/06/2019 15.00,0,1600,0.03346
25/06/2019 16.00,0,1600,0.03506
25/06/2019 17.00,0,1600,0.03491
25/06/2019 18.00,0,1600,0.03433
25/06/2019 19.00,0,1600,0.0332
25/06/2019 20.00,0,1600,0.03228
25/06/2019 21.00,0,1600,0.03164
25/06/2019 22.00,0,1600,0.03032
25/06/2019 23.00,0,1600,0.02506
26/06/2019 00.00,0,1600,0.02509
26/06/2019 01.00,0,1600,0.02498
26/06/2019 02.00,0,1600,0.02483
26/06/2019 03.00,0,1600,0.02386
26/06/2019 04.00,0,1600,0.02826
26/06/2019 05.00,0,1600,0.03289
26/06/2019 06.00,0,1600,0.03429
26/06/2019 07.00,0,1600,0.03499
26/06/2019 08.00,0,1600,0.03569
26/06/2019 09.00,0,1600,0.03517
26/06/2019 10.00,0,1600,0.0345
26/06/2019 11.00,0,1600,0.03395
26/06/2019 12.00,0,1600,0.03309
26/06/2019 13.00,0,1600,0.03188
26/06/2019 14.00,0,1600,0.03089
26/06/2019 15.00,0,1600,0.03071
26/06/2019 16.00,0,1600,0.03166
26/06/2019 17.00,0,1600,0.03112
26/06/2019 18.00,0,1600,0.03073
26/06/2019 19.00,0,1600,0.03004
26/06/2019 20.00,0,1600,0.02936
26/06/2019 21.00,0,1600,0.02782
26/06/2019 22.00,0,1600,0.01584
26/06/2019 23.00,0,1600,0.02324
27/06/2019 00.00,0,1600,0.02386
27/06/2019 01.00,0,1600,0.02246
27/06/2019 02.00,0,1600,0.02132
27/06/2019 03.00,0,1600,0.01647
27/06/2019 04.00,0,1600,0.02337
27/06/2019 05.00,0,1600,0.02862
27/06/2019 06.00,0,1600,0.03016
27/06/2019 07.00,0,1600,0.03054
27/06/2019 08.00,0,1600,0.03104
27/06/2019 09.00,0,1600,0.03164
27/06/2019 10.00,0,1600,0.03181
27/06/2019 11.00,0,1600,0.03103
27/06/2019 12.00,0,1600,0.03093
27/06/2019 13.00,0,1600,0.03091
27/06/2019 14.00,0,1600,0.03031
27/06/2019 15.00,0,1600,0.03047
27/06/2019 16.00,0,1600,0.03107
27/06/2019 17.00,0,1600,0.03121
27/06/2019 18.00,0,1600,0.03137
27/06/2019 19.00,0,1600,0.0307
27/06/2019 20.00,0,1600,0.03022
27/06/2019 21.00,0,1600,0.03003
27/06/2019 22.00,0,1600,0.02838
27/06/2019 23.00,0,1600,0.02604
28/06/2019 00.00,0,1600,0.02608
28/06/2019 01.00,0,1600,0.02596
28/06/2019 02.00,0,1600,0.02606
28/06/2019 03.00,0,1600,0.02537
28/06/2019 04.00,0,1600,0.0294
28/06/2019 05.00,0,1600,0.0315
28/06/2019 06.00,0,1600,0.0319
28/06/2019 07.00,0,1600,0.03264
28/06/2019 08.00,0,1600,0.03313
28/06/2019 09.00,0,1600,0.0334
28/06/2019 10.00,0,1600,0.03324
28/06/2019 11.00,0,1600,0.03266
28/06/2019 12.00,0,1600,0.03223
28/06/2019 13.00,0,1600,0.03192
28/06/2019 14.00,0,1600,0.03107
28/06/2019 15.00,0,1600,0.03049
28/06/2019 16.00,0,1600,0.03101
28/06/2019 17.00,0,1600,0.03141
28/06/2019 18.00,0,1600,0.03135
28/06/2019 19.00,0,1600,0.03039
28/06/2019 20.00,0,1600,0.02979
28/06/2019 21.00,0,1600,0.02869
28/06/2019 22.00,0,1600,0.02538
28/06/2019 23.00,0,1600,0.02414
29/06/2019 00.00,0,1600,0.02223
29/06/2019 01.00,0,1600,0.02194
29/06/2019 02.00,0,1600,0.01861
29/06/2019 03.00,0,1600,0.01354
29/06/2019 04.00,0,1600,0.01504
29/06/2019 05.00,0,1600,0.02298
29/06/2019 06.00,0,1600,0.02493
29/06/2019 07.00,0,1600,0.02543
29/06/2019 08.00,0,1600,0.02692
29/06/2019 09.00,0,1600,0.0274
29/06/2019 10.00,0,1600,0.02713
29/06/2019 11.00,0,1600,0.02684
29/06/2019 12.00,0,1600,0.0252
29/06/2019 13.00,0,1600,0.02446
29/06/2019 14.00,0,1600,0.02459
29/06/2019 15.00,0,1600,0.02576
29/06/2019 16.00,0,1600,0.02595
29/06/2019 17.00,0,1600,0.0258
29/06/2019 18.00,0,1600,0.02564
29/06/2019 19.00,0,1600,0.02516
29/06/2019 20.00,0,1600,0.02502
29/06/2019 21.00,0,1600,0.02363
29/06/2019 22.00,0,1600,0.02224
29/06/2019 23.00,0,1600,0.02405
30/06/2019 00.00,0,1600,0.02374
30/06/2019 01.00,0,1600,0.02104
30/06/2019 02.00,0,1600,0.01713
30/06/2019 03.00,0,1600,0.01492
30/06/2019 04.00,0,1600,0.01016
30/06/2019 05.00,0,1600,0.01268
30/06/2019 06.00,0,1600,0.01503
30/06/2019 07.00,0,1600,0.02135
30/06/2019 08.00,0,1600,0.02223
30/06/2019 09.00,0,1600,0.02313
30/06/2019 10.00,0,1600,0.02363
30/06/2019 11.00,0,1600,0.02423
30/06/2019 12.00,0,1600,0.02358
30/06/2019 13.00,0,1600,0.02103
30/06/2019 14.00,0,1600,0.00484
30/06/2019 15.00,0,1600,0.00225
30/06/2019 16.00,0,1600,0.02005
30/06/2019 17.00,0,1600,0.02551
30/06/2019 18.00,0,1600,0.02421
30/06/2019 19.00,0,1600,0.02377
30/06/2019 20.00,0,1600,0.02249
30/06/2019 21.00,0,1600,0.0192
30/06/2019 22.00,0,1600,0.00433
30/06/2019 23.00,0,1600,0.02071
01/07/2019 00.00,0,1600,0.01982
01/07/2019 01.00,0,1600,0.01984
01/07/2019 02.00,0,1600,0.02056
01/07/2019 03.00,0,1600,0.02109
01/07/2019 04.00,0,1600,0.02407
01/07/2019 05.00,0,1600,0.0277
01/07/2019 06.00,0,1600,0.02967
01/07/2019 07.00,0,1600,0.03197
01/07/2019 08.00,0,1600,0.032
01/07/2019 09.00,0,1600,0.03115
01/07/2019 10.00,0,1600,0.02991
01/07/2019 11.00,0,1600,0.02852
01/07/2019 12.00,0,1600,0.02739
01/07/2019 13.00,0,1600,0.02725
01/07/2019 14.00,0,1600,0.027
01/07/2019 15.00,0,1600,0.02672
01/07/2019 16.00,0,1600,0.0275
01/07/2019 17.00,0,1600,0.02804
01/07/2019 18.00,0,1600,0.02789
01/07/2019 19.00,0,1600,0.02767
01/07/2019 20.00,0,1600,0.02729
01/07/2019 21.00,0,1600,0.02715
01/07/2019 22.00,0,1600,0.02608
01/07/2019 23.00,0,1600,0.02499
02/07/2019 00.00,0,1600,0.02409
02/07/2019 01.00,0,1600,0.02273
02/07/2019 02.00,0,1600,0.02153
02/07/2019 03.00,0,1600,0.02057
02/07/2019 04.00,0,1600,0.02136
02/07/2019 05.00,0,1600,0.02429
02/07/2019 06.00,0,1600,0.02686
02/07/2019 07.00,0,1600,0.02749
02/07/2019 08.00,0,1600,0.02848
02/07/2019 09.00,0,1600,0.02882
02/07/2019 10.00,0,1600,0.02979
02/07/2019 11.00,0,1600,0.02811
02/07/2019 12.00,0,1600,0.02884
02/07/2019 13.00,0,1600,0.02882
02/07/2019 14.00,0,1600,0.02889
02/07/2019 15.00,0,1600,0.029
02/07/2019 16.00,0,1600,0.03022
02/07/2019 17.00,0,1600,0.02916
02/07/2019 18.00,0,1600,0.03096
02/07/2019 19.00,0,1600,0.03095
02/07/2019 20.00,0,1600,0.03043
02/07/2019 21.00,0,1600,0.02998
02/07/2019 22.00,0,1600,0.02761
02/07/2019 23.00,0,1600,0.02612
03/07/2019 00.00,0,1600,0.0257
03/07/2019 01.00,0,1600,0.02537
03/07/2019 02.00,0,1600,0.02515
03/07/2019 03.00,0,1600,0.02533
03/07/2019 04.00,0,1600,0.02673
03/07/2019 05.00,0,1600,0.03015
03/07/2019 06.00,0,1600,0.03135
03/07/2019 07.00,0,1600,0.0318
03/07/2019 08.00,0,1600,0.0318
03/07/2019 09.00,0,1600,0.03196
03/07/2019 10.00,0,1600,0.03171
03/07/2019 11.00,0,1600,0.03045
03/07/2019 12.00,0,1600,0.02993
03/07/2019 13.00,0,1600,0.0294
03/07/2019 14.00,0,1600,0.02926
03/07/2019 15.00,0,1600,0.02912
03/07/2019 16.00,0,1600,0.02999
03/07/2019 17.00,0,1600,0.0303
03/07/2019 18.00,0,1600,0.03025
03/07/2019 19.00,0,1600,0.02995
03/07/2019 20.00,0,1600,0.02955
03/07/2019 21.00,0,1600,0.02946
03/07/2019 22.00,0,1600,0.02759
03/07/2019 23.00,0,1600,0.02778
04/07/2019 00.00,0,1600,0.02729
04/07/2019 01.00,0,1600,0.02682
04/07/2019 02.00,0,1600,0.02698
04/07/2019 03.00,0,1600,0.02711
04/07/2019 04.00,0,1600,0.02807
04/07/2019 05.00,0,1600,0.02847
04/07/2019 06.00,0,1600,0.02962
04/07/2019 07.00,0,1600,0.03083
04/07/2019 08.00,0,1600,0.03091
04/07/2019 09.00,0,1600,0.03069
04/07/2019 10.00,0,1600,0.0299
04/07/2019 11.00,0,1600,0.02901
04/07/2019 12.00,0,1600,0.02894
04/07/2019 13.00,0,1600,0.02882
04/07/2019 14.00,0,1600,0.0289
04/07/2019 15.00,0,1600,0.02885
04/07/2019 16.00,0,1600,0.02933
04/07/2019 17.00,0,1600,0.02915
04/07/2019 18.00,0,1600,0.02902
04/07/2019 19.00,0,1600,0.02891
04/07/2019 20.00,0,1600,0.02843
04/07/2019 21.00,0,1600,0.02837
04/07/2019 22.00,0,1600,0.02726
04/07/2019 23.00,0,1600,0.02619
05/07/2019 00.00,0,1600,0.02584
05/07/2019 01.00,0,1600,0.02546
05/07/2019 02.00,0,1600,0.02552
05/07/2019 03.00,0,1600,0.0259
05/07/2019 04.00,0,1600,0.02676
05/07/2019 05.00,0,1600,0.02828
05/07/2019 06.00,0,1600,0.02988
05/07/2019 07.00,0,1600,0.03079
05/07/2019 08.00,0,1600,0.03126
05/07/2019 09.00,0,1600,0.03139
05/07/2019 10.00,0,1600,0.03144
05/07/2019 11.00,0,1600,0.03125
05/07/2019 12.00,0,1600,0.03005
05/07/2019 13.00,0,1600,0.02942
05/07/2019 14.00,0,1600,0.0292
05/07/2019 15.00,0,1600,0.02948
05/07/2019 16.00,0,1600,0.03041
05/07/2019 17.00,0,1600,0.03041
05/07/2019 18.00,0,1600,0.03047
05/07/2019 19.00,0,1600,0.02997
05/07/2019 20.00,0,1600,0.02959
05/07/2019 21.00,0,1600,0.02947
05/07/2019 22.00,0,1600,0.02856
05/07/2019 23.00,0,1600,0.0295
06/07/2019 00.00,0,1600,0.02854
06/07/2019 01.00,0,1600,0.02714
06/07/2019 02.00,0,1600,0.02703
06/07/2019 03.00,0,1600,0.02748
06/07/2019 04.00,0,1600,0.02806
06/07/2019 05.00,0,1600,0.02851
06/07/2019 06.00,0,1600,0.02903
06/07/2019 07.00,0,1600,0.03006
06/07/2019 08.00,0,1600,0.03025
06/07/2019 09.00,0,1600,0.0297
06/07/2019 10.00,0,1600,0.02853
06/07/2019 11.00,0,1600,0.02752
06/07/2019 12.00,0,1600,0.02717
06/07/2019 13.00,0,1600,0.02681
06/07/2019 14.00,0,1600,0.02629
06/07/2019 15.00,0,1600,0.02764
06/07/2019 16.00,0,1600,0.02899
06/07/2019 17.00,0,1600,0.02975
06/07/2019 18.00,0,1600,0.03003
06/07/2019 19.00,0,1600,0.02902
06/07/2019 20.00,0,1600,0.02879
06/07/2019 21.00,0,1600,0.02919
06/07/2019 22.00,0,1600,0.02839
06/07/2019 23.00,0,1600,0.02821
07/07/2019 00.00,0,1600,0.02598
07/07/2019 01.00,0,1600,0.02503
07/07/2019 02.00,0,1600,0.02427
07/07/2019 03.00,0,1600,0.02336
07/07/2019 04.00,0,1600,0.02411
07/07/2019 05.00,0,1600,0.02509
07/07/2019 06.00,0,1600,0.0257
07/07/2019 07.00,0,1600,0.0269
07/07/2019 08.00,0,1600,0.02801
07/07/2019 09.00,0,1600,0.02859
07/07/2019 10.00,0,1600,0.02842
07/07/2019 11.00,0,1600,0.02796
07/07/2019 12.00,0,1600,0.02774
07/07/2019 13.00,0,1600,0.027
07/07/2019 14.00,0,1600,0.02699
07/07/2019 15.00,0,1600,0.02748
07/07/2019 16.00,0,1600,0.02817
07/07/2019 17.00,0,1600,0.0292
07/07/2019 18.00,0,1600,0.03098
07/07/2019 19.00,0,1600,0.03121
07/07/2019 20.00,0,1600,0.03172
07/07/2019 21.00,0,1600,0.03125
07/07/2019 22.00,0,1600,0.02981
07/07/2019 23.00,0,1600,0.02893
08/07/2019 00.00,0,1600,0.02852
08/07/2019 01.00,0,1600,0.02818
08/07/2019 02.00,0,1600,0.02795
08/07/2019 03.00,0,1600,0.02826
08/07/2019 04.00,0,1600,0.02916
08/07/2019 05.00,0,1600,0.03086
08/07/2019 06.00,0,1600,0.02967
08/07/2019 07.00,0,1600,0.02915
08/07/2019 08.00,0,1600,0.02836
08/07/2019 09.00,0,1600,0.02849
08/07/2019 10.00,0,1600,0.02858
08/07/2019 11.00,0,1600,0.02874
08/07/2019 12.00,0,1600,0.02858
08/07/2019 13.00,0,1600,0.02874
08/07/2019 14.00,0,1600,0.02943
08/07/2019 15.00,0,1600,0.02949
08/07/2019 16.00,0,1600,0.02948
08/07/2019 17.00,0,1600,0.03007
08/07/2019 18.00,0,1600,0.03023
08/07/2019 19.00,0,1600,0.03113
08/07/2019 20.00,0,1600,0.03107
08/07/2019 21.00,0,1600,0.03075
08/07/2019 22.00,0,1600,0.02972
08/07/2019 23.00,0,1600,0.03055
09/07/2019 00.00,0,1600,0.02951
09/07/2019 01.00,0,1600,0.02917
09/07/2019 02.00,0,1600,0.02898
09/07/2019 03.00,0,1600,0.02923
09/07/2019 04.00,0,1600,0.03007
09/07/2019 05.00,0,1600,0.03104
09/07/2019 06.00,0,1600,0.03093
09/07/2019 07.00,0,1600,0.03094
09/07/2019 08.00,0,1600,0.03096
09/07/2019 09.00,0,1600,0.03074
09/07/2019 10.00,0,1600,0.03116
09/07/2019 11.00,0,1600,0.03116
09/07/2019 12.00,0,1600,0.03122
09/07/2019 13.00,0,1600,0.03122
09/07/2019 14.00,0,1600,0.03114
09/07/2019 15.00,0,1600,0.03121
09/07/2019 16.00,0,1600,0.03068
09/07/2019 17.00,0,1600,0.03153
09/07/2019 18.00,0,1600,0.03328
09/07/2019 19.00,0,1600,0.03297
09/07/2019 20.00,0,1600,0.03261
09/07/2019 21.00,0,1600,0.03233
09/07/2019 22.00,0,1600,0.03147
09/07/2019 23.00,0,1600,0.03288
10/07/2019 00.00,0,1600,0.03206
10/07/2019 01.00,0,1600,0.03144
10/07/2019 02.00,0,1600,0.03115
10/07/2019 03.00,0,1600,0.03112
10/07/2019 04.00,0,1600,0.03231
10/07/2019 05.00,0,1600,0.03307
10/07/2019 06.00,0,1600,0.03338
10/07/2019 07.00,0,1600,0.03382
10/07/2019 08.00,0,1600,0.03398
10/07/2019 09.00,0,1600,0.03409
10/07/2019 10.00,0,1600,0.03398
10/07/2019 11.00,0,1600,0.03387
10/07/2019 12.00,0,1600,0.03373
10/07/2019 13.00,0,1600,0.03369
10/07/2019 14.00,0,1600,0.03355
10/07/2019 15.00,0,1600,0.03334
10/07/2019 16.00,0,1600,0.03332
10/07/2019 17.00,0,1600,0.03324
10/07/2019 18.00,0,1600,0.03371
10/07/2019 19.00,0,1600,0.03359
10/07/2019 20.00,0,1600,0.03365
10/07/2019 21.00,0,1600,0.03345
10/07/2019 22.00,0,1600,0.03289
10/07/2019 23.00,0,1600,0.0344
11/07/2019 00.00,0,1600,0.03421
11/07/2019 01.00,0,1600,0.03399
11/07/2019 02.00,0,1600,0.03377
11/07/2019 03.00,0,1600,0.03354
11/07/2019 04.00,0,1600,0.03415
11/07/2019 05.00,0,1600,0.03462
11/07/2019 06.00,0,1600,0.03528
11/07/2019 07.00,0,1600,0.0358
