Time,G1 - Min,G1 - Max,G1 - Cost
15/03/2019 10.00,0,1600,0.04465
15/03/2019 11.00,0,1600,0.04423
15/03/2019 12.00,0,1600,0.04388
15/03/2019 13.00,0,1600,0.0435
15/03/2019 14.00,0,1600,0.04314
15/03/2019 15.00,0,1600,0.04302
15/03/2019 16.00,0,1600,0.04312
15/03/2019 17.00,0,1600,0.04335
15/03/2019 18.00,0,1600,0.04371
15/03/2019 19.00,0,1600,0.04294
15/03/2019 20.00,0,1600,0.04224
15/03/2019 21.00,0,1600,0.04153
15/03/2019 22.00,0,1600,0.04137
15/03/2019 23.00,0,1600,0.04074
16/03/2019 00.00,0,1600,0.04088
16/03/2019 01.00,0,1600,0.0403
16/03/2019 02.00,0,1600,0.04009
16/03/2019 03.00,0,1600,0.03999
16/03/2019 04.00,0,1600,0.04066
16/03/2019 05.00,0,1600,0.04041
16/03/2019 06.00,0,1600,0.0404
16/03/2019 07.00,0,1600,0.04081
16/03/2019 08.00,0,1600,0.04079
16/03/2019 09.00,0,1600,0.04148
16/03/2019 10.00,0,1600,0.0418
16/03/2019 11.00,0,1600,0.04141
16/03/2019 12.00,0,1600,0.04014
16/03/2019 13.00,0,1600,0.03857
16/03/2019 14.00,0,1600,0.03857
16/03/2019 15.00,0,1600,0.04028
16/03/2019 16.00,0,1600,0.04115
16/03/2019 17.00,0,1600,0.04201
16/03/2019 18.00,0,1600,0.0429
16/03/2019 19.00,0,1600,0.04232
16/03/2019 20.00,0,1600,0.04133
16/03/2019 21.00,0,1600,0.04106
16/03/2019 22.00,0,1600,0.04065
16/03/2019 23.00,0,1600,0.03983
17/03/2019 00.00,0,1600,0.03645
17/03/2019 01.00,0,1600,0.03568
17/03/2019 02.00,0,1600,0.03507
17/03/2019 03.00,0,1600,0.03404
17/03/2019 04.00,0,1600,0.03417
17/03/2019 05.00,0,1600,0.03356
17/03/2019 06.00,0,1600,0.03134
17/03/2019 07.00,0,1600,0.0319
17/03/2019 08.00,0,1600,0.03475
17/03/2019 09.00,0,1600,0.03728
17/03/2019 10.00,0,1600,0.03726
17/03/2019 11.00,0,1600,0.03597
17/03/2019 12.00,0,1600,0.0351
17/03/2019 13.00,0,1600,0.03513
17/03/2019 14.00,0,1600,0.03483
17/03/2019 15.00,0,1600,0.03476
17/03/2019 16.00,0,1600,0.03516
17/03/2019 17.00,0,1600,0.03734
17/03/2019 18.00,0,1600,0.0399
17/03/2019 19.00,0,1600,0.03831
17/03/2019 20.00,0,1600,0.03515
17/03/2019 21.00,0,1600,0.03436
17/03/2019 22.00,0,1600,0.03188
17/03/2019 23.00,0,1600,0.02319
18/03/2019 00.00,0,1600,0.03056
18/03/2019 01.00,0,1600,0.0291
18/03/2019 02.00,0,1600,0.02757
18/03/2019 03.00,0,1600,0.02904
18/03/2019 04.00,0,1600,0.03642
18/03/2019 05.00,0,1600,0.04097
18/03/2019 06.00,0,1600,0.04264
18/03/2019 07.00,0,1600,0.04491
18/03/2019 08.00,0,1600,0.04422
18/03/2019 09.00,0,1600,0.04321
18/03/2019 10.00,0,1600,0.04288
18/03/2019 11.00,0,1600,0.04244
18/03/2019 12.00,0,1600,0.04233
18/03/2019 13.00,0,1600,0.04232
18/03/2019 14.00,0,1600,0.04216
18/03/2019 15.00,0,1600,0.04209
18/03/2019 16.00,0,1600,0.04219
18/03/2019 17.00,0,1600,0.04304
18/03/2019 18.00,0,1600,0.04465
18/03/2019 19.00,0,1600,0.04503
18/03/2019 20.00,0,1600,0.04425
18/03/2019 21.00,0,1600,0.04296
18/03/2019 22.00,0,1600,0.0417
18/03/2019 23.00,0,1600,0.03677
19/03/2019 00.00,0,1600,0.03908
19/03/2019 01.00,0,1600,0.03849
19/03/2019 02.00,0,1600,0.03745
19/03/2019 03.00,0,1600,0.03647
19/03/2019 04.00,0,1600,0.04039
19/03/2019 05.00,0,1600,0.04276
19/03/2019 06.00,0,1600,0.04546
19/03/2019 07.00,0,1600,0.05127
19/03/2019 08.00,0,1600,0.05438
19/03/2019 09.00,0,1600,0.04969
19/03/2019 10.00,0,1600,0.04631
19/03/2019 11.00,0,1600,0.04493
19/03/2019 12.00,0,1600,0.04438
19/03/2019 13.00,0,1600,0.04395
19/03/2019 14.00,0,1600,0.04375
19/03/2019 15.00,0,1600,0.04388
19/03/2019 16.00,0,1600,0.04461
19/03/2019 17.00,0,1600,0.04896
19/03/2019 18.00,0,1600,0.05517
19/03/2019 19.00,0,1600,0.05927
19/03/2019 20.00,0,1600,0.05087
19/03/2019 21.00,0,1600,0.04535
19/03/2019 22.00,0,1600,0.04371
19/03/2019 23.00,0,1600,0.04209
20/03/2019 00.00,0,1600,0.04088
20/03/2019 01.00,0,1600,0.03896
20/03/2019 02.00,0,1600,0.03505
20/03/2019 03.00,0,1600,0.03433
20/03/2019 04.00,0,1600,0.03796
20/03/2019 05.00,0,1600,0.04105
20/03/2019 06.00,0,1600,0.04259
20/03/2019 07.00,0,1600,0.0441
20/03/2019 08.00,0,1600,0.04385
20/03/2019 09.00,0,1600,0.04288
20/03/2019 10.00,0,1600,0.04213
20/03/2019 11.00,0,1600,0.04154
20/03/2019 12.00,0,1600,0.04107
20/03/2019 13.00,0,1600,0.04093
20/03/2019 14.00,0,1600,0.04103
20/03/2019 15.00,0,1600,0.04136
20/03/2019 16.00,0,1600,0.0421
20/03/2019 17.00,0,1600,0.04322
20/03/2019 18.00,0,1600,0.04319
20/03/2019 19.00,0,1600,0.04321
20/03/2019 20.00,0,1600,0.04314
20/03/2019 21.00,0,1600,0.04228
20/03/2019 22.00,0,1600,0.04123
20/03/2019 23.00,0,1600,0.03951
21/03/2019 00.00,0,1600,0.03694
21/03/2019 01.00,0,1600,0.0347
21/03/2019 02.00,0,1600,0.03351
21/03/2019 03.00,0,1600,0.03304
21/03/2019 04.00,0,1600,0.03456
21/03/2019 05.00,0,1600,0.03924
21/03/2019 06.00,0,1600,0.04112
21/03/2019 07.00,0,1600,0.04269
21/03/2019 08.00,0,1600,0.04333
21/03/2019 09.00,0,1600,0.04128
21/03/2019 10.00,0,1600,0.04008
21/03/2019 11.00,0,1600,0.03941
21/03/2019 12.00,0,1600,0.03922
21/03/2019 13.00,0,1600,0.03897
21/03/2019 14.00,0,1600,0.03891
21/03/2019 15.00,0,1600,0.03888
21/03/2019 16.00,0,1600,0.03985
21/03/2019 17.00,0,1600,0.04115
21/03/2019 18.00,0,1600,0.04199
21/03/2019 19.00,0,1600,0.04172
21/03/2019 20.00,0,1600,0.04099
21/03/2019 21.00,0,1600,0.03982
21/03/2019 22.00,0,1600,0.03803
21/03/2019 23.00,0,1600,0.03523
22/03/2019 00.00,0,1600,0.03568
22/03/2019 01.00,0,1600,0.03509
22/03/2019 02.00,0,1600,0.03581
22/03/2019 03.00,0,1600,0.03639
22/03/2019 04.00,0,1600,0.03817
22/03/2019 05.00,0,1600,0.04053
22/03/2019 06.00,0,1600,0.04295
22/03/2019 07.00,0,1600,0.04935
22/03/2019 08.00,0,1600,0.04763
22/03/2019 09.00,0,1600,0.04415
22/03/2019 10.00,0,1600,0.04173
22/03/2019 11.00,0,1600,0.04059
22/03/2019 12.00,0,1600,0.04007
22/03/2019 13.00,0,1600,0.03933
22/03/2019 14.00,0,1600,0.03868
22/03/2019 15.00,0,1600,0.03848
22/03/2019 16.00,0,1600,0.03917
22/03/2019 17.00,0,1600,0.04114
22/03/2019 18.00,0,1600,0.04128
22/03/2019 19.00,0,1600,0.04076
22/03/2019 20.00,0,1600,0.03947
22/03/2019 21.00,0,1600,0.0383
22/03/2019 22.00,0,1600,0.0363
22/03/2019 23.00,0,1600,0.03416
23/03/2019 00.00,0,1600,0.03467
23/03/2019 01.00,0,1600,0.0331
23/03/2019 02.00,0,1600,0.03009
23/03/2019 03.00,0,1600,0.03051
23/03/2019 04.00,0,1600,0.03178
23/03/2019 05.00,0,1600,0.03297
23/03/2019 06.00,0,1600,0.03381
23/03/2019 07.00,0,1600,0.03654
23/03/2019 08.00,0,1600,0.0375
23/03/2019 09.00,0,1600,0.03738
23/03/2019 10.00,0,1600,0.03453
23/03/2019 11.00,0,1600,0.03195
23/03/2019 12.00,0,1600,0.02982
23/03/2019 13.00,0,1600,0.02906
23/03/2019 14.00,0,1600,0.02825
23/03/2019 15.00,0,1600,0.02952
23/03/2019 16.00,0,1600,0.03138
23/03/2019 17.00,0,1600,0.03651
23/03/2019 18.00,0,1600,0.03874
23/03/2019 19.00,0,1600,0.03822
23/03/2019 20.00,0,1600,0.03662
23/03/2019 21.00,0,1600,0.03376
23/03/2019 22.00,0,1600,0.03113
23/03/2019 23.00,0,1600,0.03024
24/03/2019 00.00,0,1600,0.0315
24/03/2019 01.00,0,1600,0.0301
24/03/2019 02.00,0,1600,0.03129
24/03/2019 03.00,0,1600,0.0322
24/03/2019 04.00,0,1600,0.03303
24/03/2019 05.00,0,1600,0.03338
24/03/2019 06.00,0,1600,0.0335
24/03/2019 07.00,0,1600,0.03498
24/03/2019 08.00,0,1600,0.0366
24/03/2019 09.00,0,1600,0.03581
24/03/2019 10.00,0,1600,0.03378
24/03/2019 11.00,0,1600,0.03201
24/03/2019 12.00,0,1600,0.0311
24/03/2019 13.00,0,1600,0.02554
24/03/2019 14.00,0,1600,0.02569
24/03/2019 15.00,0,1600,0.0306
24/03/2019 16.00,0,1600,0.03157
24/03/2019 17.00,0,1600,0.03485
24/03/2019 18.00,0,1600,0.03921
24/03/2019 19.00,0,1600,0.04045
24/03/2019 20.00,0,1600,0.03925
24/03/2019 21.00,0,1600,0.03642
24/03/2019 22.00,0,1600,0.03494
24/03/2019 23.00,0,1600,0.03477
25/03/2019 00.00,0,1600,0.02626
25/03/2019 01.00,0,1600,0.02723
25/03/2019 02.00,0,1600,0.02682
25/03/2019 03.00,0,1600,0.02904
25/03/2019 04.00,0,1600,0.03328
25/03/2019 05.00,0,1600,0.03809
25/03/2019 06.00,0,1600,0.03942
25/03/2019 07.00,0,1600,0.04155
25/03/2019 08.00,0,1600,0.04295
25/03/2019 09.00,0,1600,0.0419
25/03/2019 10.00,0,1600,0.0412
25/03/2019 11.00,0,1600,0.04074
25/03/2019 12.00,0,1600,0.03998
25/03/2019 13.00,0,1600,0.03973
25/03/2019 14.00,0,1600,0.0394
25/03/2019 15.00,0,1600,0.03932
25/03/2019 16.00,0,1600,0.0395
25/03/2019 17.00,0,1600,0.04035
25/03/2019 18.00,0,1600,0.04171
25/03/2019 19.00,0,1600,0.04296
25/03/2019 20.00,0,1600,0.04184
25/03/2019 21.00,0,1600,0.04033
25/03/2019 22.00,0,1600,0.03999
25/03/2019 23.00,0,1600,0.03756
26/03/2019 00.00,0,1600,0.03325
26/03/2019 01.00,0,1600,0.03079
26/03/2019 02.00,0,1600,0.03007
26/03/2019 03.00,0,1600,0.03001
26/03/2019 04.00,0,1600,0.03003
26/03/2019 05.00,0,1600,0.03645
26/03/2019 06.00,0,1600,0.039
26/03/2019 07.00,0,1600,0.0428
26/03/2019 08.00,0,1600,0.04275
26/03/2019 09.00,0,1600,0.04069
26/03/2019 10.00,0,1600,0.04144
26/03/2019 11.00,0,1600,0.04091
26/03/2019 12.00,0,1600,0.04091
26/03/2019 13.00,0,1600,0.04108
26/03/2019 14.00,0,1600,0.04065
26/03/2019 15.00,0,1600,0.04091
26/03/2019 16.00,0,1600,0.04143
26/03/2019 17.00,0,1600,0.04371
26/03/2019 18.00,0,1600,0.04805
26/03/2019 19.00,0,1600,0.04821
26/03/2019 20.00,0,1600,0.04304
26/03/2019 21.00,0,1600,0.04192
26/03/2019 22.00,0,1600,0.04087
26/03/2019 23.00,0,1600,0.03842
27/03/2019 00.00,0,1600,0.03662
27/03/2019 01.00,0,1600,0.03481
27/03/2019 02.00,0,1600,0.03427
27/03/2019 03.00,0,1600,0.03337
27/03/2019 04.00,0,1600,0.03414
27/03/2019 05.00,0,1600,0.03783
27/03/2019 06.00,0,1600,0.0406
27/03/2019 07.00,0,1600,0.04462
27/03/2019 08.00,0,1600,0.04591
27/03/2019 09.00,0,1600,0.04394
27/03/2019 10.00,0,1600,0.04148
27/03/2019 11.00,0,1600,0.04061
27/03/2019 12.00,0,1600,0.04
27/03/2019 13.00,0,1600,0.03958
27/03/2019 14.00,0,1600,0.03875
27/03/2019 15.00,0,1600,0.03947
27/03/2019 16.00,0,1600,0.03918
27/03/2019 17.00,0,1600,0.04066
27/03/2019 18.00,0,1600,0.04238
27/03/2019 19.00,0,1600,0.04209
27/03/2019 20.00,0,1600,0.04109
27/03/2019 21.00,0,1600,0.04023
27/03/2019 22.00,0,1600,0.03896
27/03/2019 23.00,0,1600,0.03692
28/03/2019 00.00,0,1600,0.03273
28/03/2019 01.00,0,1600,0.03286
28/03/2019 02.00,0,1600,0.03258
28/03/2019 03.00,0,1600,0.03171
28/03/2019 04.00,0,1600,0.03312
28/03/2019 05.00,0,1600,0.03587
28/03/2019 06.00,0,1600,0.03772
28/03/2019 07.00,0,1600,0.03933
28/03/2019 08.00,0,1600,0.04014
28/03/2019 09.00,0,1600,0.03922
28/03/2019 10.00,0,1600,0.03875
28/03/2019 11.00,0,1600,0.03806
28/03/2019 12.00,0,1600,0.03792
28/03/2019 13.00,0,1600,0.03765
28/03/2019 14.00,0,1600,0.0374
28/03/2019 15.00,0,1600,0.037
28/03/2019 16.00,0,1600,0.03694
28/03/2019 17.00,0,1600,0.0369
28/03/2019 18.00,0,1600,0.03714
28/03/2019 19.00,0,1600,0.03633
28/03/2019 20.00,0,1600,0.0347
28/03/2019 21.00,0,1600,0.03277
28/03/2019 22.00,0,1600,0.02907
28/03/2019 23.00,0,1600,0.02735
29/03/2019 00.00,0,1600,0.00479
29/03/2019 01.00,0,1600,0.0029
29/03/2019 02.00,0,1600,0.00407
29/03/2019 03.00,0,1600,0.00432
29/03/2019 04.00,0,1600,0.01744
29/03/2019 05.00,0,1600,0.03307
29/03/2019 06.00,0,1600,0.03505
29/03/2019 07.00,0,1600,0.03701
29/03/2019 08.00,0,1600,0.03725
29/03/2019 09.00,0,1600,0.0365
29/03/2019 10.00,0,1600,0.03562
29/03/2019 11.00,0,1600,0.03376
29/03/2019 12.00,0,1600,0.03282
29/03/2019 13.00,0,1600,0.03209
29/03/2019 14.00,0,1600,0.03162
29/03/2019 15.00,0,1600,0.03233
29/03/2019 16.00,0,1600,0.033
29/03/2019 17.00,0,1600,0.03409
29/03/2019 18.00,0,1600,0.03722
29/03/2019 19.00,0,1600,0.03633
29/03/2019 20.00,0,1600,0.03382
29/03/2019 21.00,0,1600,0.03302
29/03/2019 22.00,0,1600,0.03037
29/03/2019 23.00,0,1600,0.02615
30/03/2019 00.00,0,1600,0.03276
30/03/2019 01.00,0,1600,0.03109
30/03/2019 02.00,0,1600,0.02941
30/03/2019 03.00,0,1600,0.03159
30/03/2019 04.00,0,1600,0.03493
30/03/2019 05.00,0,1600,0.03307
30/03/2019 06.00,0,1600,0.03219
30/03/2019 07.00,0,1600,0.03323
30/03/2019 08.00,0,1600,0.03493
30/03/2019 09.00,0,1600,0.03317
30/03/2019 10.00,0,1600,0.03163
30/03/2019 11.00,0,1600,0.02924
30/03/2019 12.00,0,1600,0.02877
30/03/2019 13.00,0,1600,0.02656
30/03/2019 14.00,0,1600,0.02607
30/03/2019 15.00,0,1600,0.02925
30/03/2019 16.00,0,1600,0.03202
30/03/2019 17.00,0,1600,0.03648
30/03/2019 18.00,0,1600,0.03743
30/03/2019 19.00,0,1600,0.03724
30/03/2019 20.00,0,1600,0.03509
30/03/2019 21.00,0,1600,0.03368
30/03/2019 22.00,0,1600,0.03097
30/03/2019 23.00,0,1600,0.0268
31/03/2019 00.00,0,1600,0.0307
31/03/2019 01.00,0,1600,0.02888
31/03/2019 02.00,0,1600,0.02507
31/03/2019 03.00,0,1600,0.02247
31/03/2019 04.00,0,1600,0.0249
31/03/2019 05.00,0,1600,0.02696
31/03/2019 06.00,0,1600,0.03124
31/03/2019 07.00,0,1600,0.03307
31/03/2019 08.00,0,1600,0.03278
31/03/2019 09.00,0,1600,0.03149
31/03/2019 10.00,0,1600,0.03143
31/03/2019 11.00,0,1600,0.02984
31/03/2019 12.00,0,1600,0.02733
31/03/2019 13.00,0,1600,0.01892
31/03/2019 14.00,0,1600,0.00705
31/03/2019 15.00,0,1600,0.01151
31/03/2019 16.00,0,1600,0.02673
31/03/2019 17.00,0,1600,0.03468
31/03/2019 18.00,0,1600,0.03798
31/03/2019 19.00,0,1600,0.03859
31/03/2019 20.00,0,1600,0.03798
31/03/2019 21.00,0,1600,0.03733
31/03/2019 22.00,0,1600,0.03661
31/03/2019 23.00,0,1600,0.03106
01/04/2019 00.00,0,1600,0.02996
01/04/2019 01.00,0,1600,0.03107
01/04/2019 02.00,0,1600,0.03184
01/04/2019 03.00,0,1600,0.0324
01/04/2019 04.00,0,1600,0.03761
01/04/2019 05.00,0,1600,0.04158
01/04/2019 06.00,0,1600,0.04246
01/04/2019 07.00,0,1600,0.04566
01/04/2019 08.00,0,1600,0.04392
01/04/2019 09.00,0,1600,0.04161
01/04/2019 10.00,0,1600,0.04007
01/04/2019 11.00,0,1600,0.0392
01/04/2019 12.00,0,1600,0.03898
01/04/2019 13.00,0,1600,0.0372
01/04/2019 14.00,0,1600,0.03693
01/04/2019 15.00,0,1600,0.03779
01/04/2019 16.00,0,1600,0.03843
01/04/2019 17.00,0,1600,0.04062
01/04/2019 18.00,0,1600,0.04135
01/04/2019 19.00,0,1600,0.041
01/04/2019 20.00,0,1600,0.03941
01/04/2019 21.00,0,1600,0.0358
01/04/2019 22.00,0,1600,0.0318
01/04/2019 23.00,0,1600,0.02911
02/04/2019 00.00,0,1600,0.02693
02/04/2019 01.00,0,1600,0.02543
02/04/2019 02.00,0,1600,0.02546
02/04/2019 03.00,0,1600,0.02788
02/04/2019 04.00,0,1600,0.03473
02/04/2019 05.00,0,1600,0.03963
02/04/2019 06.00,0,1600,0.04218
02/04/2019 07.00,0,1600,0.04216
02/04/2019 08.00,0,1600,0.0405
02/04/2019 09.00,0,1600,0.0394
02/04/2019 10.00,0,1600,0.03869
02/04/2019 11.00,0,1600,0.03828
02/04/2019 12.00,0,1600,0.03739
02/04/2019 13.00,0,1600,0.03505
02/04/2019 14.00,0,1600,0.03468
02/04/2019 15.00,0,1600,0.03482
02/04/2019 16.00,0,1600,0.03678
02/04/2019 17.00,0,1600,0.03903
02/04/2019 18.00,0,1600,0.03957
02/04/2019 19.00,0,1600,0.03858
02/04/2019 20.00,0,1600,0.0364
02/04/2019 21.00,0,1600,0.03138
02/04/2019 22.00,0,1600,0.02769
02/04/2019 23.00,0,1600,0.0319
03/04/2019 00.00,0,1600,0.0315
03/04/2019 01.00,0,1600,0.03108
03/04/2019 02.00,0,1600,0.03119
03/04/2019 03.00,0,1600,0.03257
03/04/2019 04.00,0,1600,0.036
03/04/2019 05.00,0,1600,0.04117
03/04/2019 06.00,0,1600,0.0448
03/04/2019 07.00,0,1600,0.04844
03/04/2019 08.00,0,1600,0.04647
03/04/2019 09.00,0,1600,0.04616
03/04/2019 10.00,0,1600,0.04458
03/04/2019 11.00,0,1600,0.0424
03/04/2019 12.00,0,1600,0.04173
03/04/2019 13.00,0,1600,0.04077
03/04/2019 14.00,0,1600,0.04048
03/04/2019 15.00,0,1600,0.04073
03/04/2019 16.00,0,1600,0.04108
03/04/2019 17.00,0,1600,0.04126
03/04/2019 18.00,0,1600,0.04139
03/04/2019 19.00,0,1600,0.04089
03/04/2019 20.00,0,1600,0.03991
03/04/2019 21.00,0,1600,0.03589
03/04/2019 22.00,0,1600,0.03495
03/04/2019 23.00,0,1600,0.03263
04/04/2019 00.00,0,1600,0.03231
04/04/2019 01.00,0,1600,0.03221
04/04/2019 02.00,0,1600,0.03181
04/04/2019 03.00,0,1600,0.03413
04/04/2019 04.00,0,1600,0.03686
04/04/2019 05.00,0,1600,0.04054
04/04/2019 06.00,0,1600,0.04496
04/04/2019 07.00,0,1600,0.04907
04/04/2019 08.00,0,1600,0.0458
04/04/2019 09.00,0,1600,0.04378
04/04/2019 10.00,0,1600,0.04193
04/04/2019 11.00,0,1600,0.04075
04/04/2019 12.00,0,1600,0.04033
04/04/2019 13.00,0,1600,0.03873
04/04/2019 14.00,0,1600,0.03837
04/04/2019 15.00,0,1600,0.03903
04/04/2019 16.00,0,1600,0.03986
04/04/2019 17.00,0,1600,0.04063
04/04/2019 18.00,0,1600,0.04071
04/04/2019 19.00,0,1600,0.04029
04/04/2019 20.00,0,1600,0.03966
04/04/2019 21.00,0,1600,0.03757
04/04/2019 22.00,0,1600,0.03592
04/04/2019 23.00,0,1600,0.03536
05/04/2019 00.00,0,1600,0.03547
05/04/2019 01.00,0,1600,0.03449
05/04/2019 02.00,0,1600,0.03459
05/04/2019 03.00,0,1600,0.03706
05/04/2019 04.00,0,1600,0.03918
05/04/2019 05.00,0,1600,0.04089
05/04/2019 06.00,0,1600,0.04244
05/04/2019 07.00,0,1600,0.04393
05/04/2019 08.00,0,1600,0.04317
05/04/2019 09.00,0,1600,0.04234
05/04/2019 10.00,0,1600,0.04129
05/04/2019 11.00,0,1600,0.04073
05/04/2019 12.00,0,1600,0.04008
05/04/2019 13.00,0,1600,0.03909
05/04/2019 14.00,0,1600,0.03884
05/04/2019 15.00,0,1600,0.03912
05/04/2019 16.00,0,1600,0.03998
05/04/2019 17.00,0,1600,0.04063
05/04/2019 18.00,0,1600,0.0406
05/04/2019 19.00,0,1600,0.04021
05/04/2019 20.00,0,1600,0.04046
05/04/2019 21.00,0,1600,0.03948
05/04/2019 22.00,0,1600,0.03865
05/04/2019 23.00,0,1600,0.03796
06/04/2019 00.00,0,1600,0.03793
06/04/2019 01.00,0,1600,0.03739
06/04/2019 02.00,0,1600,0.0361
06/04/2019 03.00,0,1600,0.03613
06/04/2019 04.00,0,1600,0.03727
06/04/2019 05.00,0,1600,0.03806
06/04/2019 06.00,0,1600,0.03882
06/04/2019 07.00,0,1600,0.04035
06/04/2019 08.00,0,1600,0.0413
06/04/2019 09.00,0,1600,0.04117
06/04/2019 10.00,0,1600,0.04025
06/04/2019 11.00,0,1600,0.03875
06/04/2019 12.00,0,1600,0.03697
06/04/2019 13.00,0,1600,0.03594
06/04/2019 14.00,0,1600,0.03597
06/04/2019 15.00,0,1600,0.03743
06/04/2019 16.00,0,1600,0.03836
06/04/2019 17.00,0,1600,0.04029
06/04/2019 18.00,0,1600,0.0409
06/04/2019 19.00,0,1600,0.04107
06/04/2019 20.00,0,1600,0.03999
06/04/2019 21.00,0,1600,0.03921
06/04/2019 22.00,0,1600,0.03632
06/04/2019 23.00,0,1600,0.03861
07/04/2019 00.00,0,1600,0.03851
07/04/2019 01.00,0,1600,0.03805
07/04/2019 02.00,0,1600,0.03803
07/04/2019 03.00,0,1600,0.03864
07/04/2019 04.00,0,1600,0.03866
07/04/2019 05.00,0,1600,0.03832
07/04/2019 06.00,0,1600,0.03943
07/04/2019 07.00,0,1600,0.04051
07/04/2019 08.00,0,1600,0.04066
07/04/2019 09.00,0,1600,0.03966
07/04/2019 10.00,0,1600,0.03954
07/04/2019 11.00,0,1600,0.03919
07/04/2019 12.00,0,1600,0.03888
07/04/2019 13.00,0,1600,0.03856
07/04/2019 14.00,0,1600,0.03835
07/04/2019 15.00,0,1600,0.03829
07/04/2019 16.00,0,1600,0.03816
07/04/2019 17.00,0,1600,0.04088
07/04/2019 18.00,0,1600,0.04222
07/04/2019 19.00,0,1600,0.04235
07/04/2019 20.00,0,1600,0.04102
07/04/2019 21.00,0,1600,0.04006
07/04/2019 22.00,0,1600,0.03946
07/04/2019 23.00,0,1600,0.03757
08/04/2019 00.00,0,1600,0.03679
08/04/2019 01.00,0,1600,0.03585
08/04/2019 02.00,0,1600,0.03559
08/04/2019 03.00,0,1600,0.0372
08/04/2019 04.00,0,1600,0.0406
08/04/2019 05.00,0,1600,0.04259
08/04/2019 06.00,0,1600,0.04443
08/04/2019 07.00,0,1600,0.04484
08/04/2019 08.00,0,1600,0.04449
08/04/2019 09.00,0,1600,0.04417
08/04/2019 10.00,0,1600,0.04298
08/04/2019 11.00,0,1600,0.04235
08/04/2019 12.00,0,1600,0.04185
08/04/2019 13.00,0,1600,0.04042
08/04/2019 14.00,0,1600,0.04017
08/04/2019 15.00,0,1600,0.04076
08/04/2019 16.00,0,1600,0.04181
08/04/2019 17.00,0,1600,0.0431
08/04/2019 18.00,0,1600,0.04395
08/04/2019 19.00,0,1600,0.04325
08/04/2019 20.00,0,1600,0.04238
08/04/2019 21.00,0,1600,0.04101
08/04/2019 22.00,0,1600,0.03836
08/04/2019 23.00,0,1600,0.03324
09/04/2019 00.00,0,1600,0.0341
09/04/2019 01.00,0,1600,0.03474
09/04/2019 02.00,0,1600,0.03486
09/04/2019 03.00,0,1600,0.03491
09/04/2019 04.00,0,1600,0.04079
09/04/2019 05.00,0,1600,0.04415
09/04/2019 06.00,0,1600,0.047
09/04/2019 07.00,0,1600,0.0498
09/04/2019 08.00,0,1600,0.04703
09/04/2019 09.00,0,1600,0.04561
09/04/2019 10.00,0,1600,0.0444
09/04/2019 11.00,0,1600,0.04315
09/04/2019 12.00,0,1600,0.04229
09/04/2019 13.00,0,1600,0.0409
09/04/2019 14.00,0,1600,0.04068
09/04/2019 15.00,0,1600,0.04148
09/04/2019 16.00,0,1600,0.04206
09/04/2019 17.00,0,1600,0.04353
09/04/2019 18.00,0,1600,0.04505
09/04/2019 19.00,0,1600,0.04447
09/04/2019 20.00,0,1600,0.0427
09/04/2019 21.00,0,1600,0.04207
09/04/2019 22.00,0,1600,0.04006
09/04/2019 23.00,0,1600,0.03751
10/04/2019 00.00,0,1600,0.03718
10/04/2019 01.00,0,1600,0.03654
10/04/2019 02.00,0,1600,0.03578
10/04/2019 03.00,0,1600,0.03988
10/04/2019 04.00,0,1600,0.04226
10/04/2019 05.00,0,1600,0.04437
10/04/2019 06.00,0,1600,0.04879
10/04/2019 07.00,0,1600,0.05595
10/04/2019 08.00,0,1600,0.04938
10/04/2019 09.00,0,1600,0.04615
10/04/2019 10.00,0,1600,0.0445
10/04/2019 11.00,0,1600,0.04388
10/04/2019 12.00,0,1600,0.04353
10/04/2019 13.00,0,1600,0.04241
10/04/2019 14.00,0,1600,0.04243
10/04/2019 15.00,0,1600,0.04346
10/04/2019 16.00,0,1600,0.04401
10/04/2019 17.00,0,1600,0.04509
10/04/2019 18.00,0,1600,0.0472
10/04/2019 19.00,0,1600,0.04584
10/04/2019 20.00,0,1600,0.04426
10/04/2019 21.00,0,1600,0.04365
10/04/2019 22.00,0,1600,0.04201
10/04/2019 23.00,0,1600,0.04247
11/04/2019 00.00,0,1600,0.04194
11/04/2019 01.00,0,1600,0.0419
11/04/2019 02.00,0,1600,0.04196
11/04/2019 03.00,0,1600,0.0423
11/04/2019 04.00,0,1600,0.04392
11/04/2019 05.00,0,1600,0.04791
11/04/2019 06.00,0,1600,0.0564
11/04/2019 07.00,0,1600,0.0607
11/04/2019 08.00,0,1600,0.05297
11/04/2019 09.00,0,1600,0.04975
11/04/2019 10.00,0,1600,0.0475
11/04/2019 11.00,0,1600,0.04993
11/04/2019 12.00,0,1600,0.04867
11/04/2019 13.00,0,1600,0.04596
11/04/2019 14.00,0,1600,0.04528
11/04/2019 15.00,0,1600,0.04605
11/04/2019 16.00,0,1600,0.04627
11/04/2019 17.00,0,1600,0.04769
11/04/2019 18.00,0,1600,0.05402
11/04/2019 19.00,0,1600,0.05299
11/04/2019 20.00,0,1600,0.04796
11/04/2019 21.00,0,1600,0.0472
11/04/2019 22.00,0,1600,0.04511
11/04/2019 23.00,0,1600,0.044
12/04/2019 00.00,0,1600,0.04368
12/04/2019 01.00,0,1600,0.04359
12/04/2019 02.00,0,1600,0.0437
