Time,W1 - Min,W1 - Max,W1 - Cost
02/07/2019 00.00,0,376.849,0
02/07/2019 01.00,0,389.076,0
02/07/2019 02.00,0,400.793,0
02/07/2019 03.00,0,406.299,0
02/07/2019 04.00,0,412.877,0
02/07/2019 05.00,0,424.765,0
02/07/2019 06.00,0,433.743,0
02/07/2019 07.00,0,437.31,0
02/07/2019 08.00,0,436.183,0
02/07/2019 09.00,0,430.114,0
02/07/2019 10.00,0,421.79,0
02/07/2019 11.00,0,413.634,0
02/07/2019 12.00,0,406.671,0
02/07/2019 13.00,0,400.764,0
02/07/2019 14.00,0,395.296,0
02/07/2019 15.00,0,393.192,0
02/07/2019 16.00,0,393.568,0
02/07/2019 17.00,0,394.468,0
02/07/2019 18.00,0,389.783,0
02/07/2019 19.00,0,374.916,0
02/07/2019 20.00,0,353.497,0
02/07/2019 21.00,0,317.717,0
02/07/2019 22.00,0,285.553,0
02/07/2019 23.00,0,276.208,0
03/07/2019 00.00,0,269.088,0
03/07/2019 01.00,0,257.231,0
03/07/2019 02.00,0,243.496,0
03/07/2019 03.00,0,226.803,0
03/07/2019 04.00,0,216.303,0
03/07/2019 05.00,0,241.569,0
03/07/2019 06.00,0,245.885,0
03/07/2019 07.00,0,251.814,0
03/07/2019 08.00,0,267.432,0
03/07/2019 09.00,0,286.992,0
03/07/2019 10.00,0,304.352,0
03/07/2019 11.00,0,322.032,0
03/07/2019 12.00,0,338.257,0
03/07/2019 13.00,0,350.822,0
03/07/2019 14.00,0,361.056,0
03/07/2019 15.00,0,368.597,0
03/07/2019 16.00,0,373.593,0
03/07/2019 17.00,0,374.915,0
03/07/2019 18.00,0,365.627,0
03/07/2019 19.00,0,345.813,0
03/07/2019 20.00,0,323.033,0
03/07/2019 21.00,0,300.617,0
03/07/2019 22.00,0,279.635,0
03/07/2019 23.00,0,292.177,0
04/07/2019 00.00,0,288.422,0
04/07/2019 01.00,0,272.168,0
04/07/2019 02.00,0,267.773,0
04/07/2019 03.00,0,266.075,0
04/07/2019 04.00,0,264.7,0
04/07/2019 05.00,0,286.626,0
04/07/2019 06.00,0,315.428,0
04/07/2019 07.00,0,345.098,0
04/07/2019 08.00,0,378.556,0
04/07/2019 09.00,0,403,0
04/07/2019 10.00,0,417.284,0
04/07/2019 11.00,0,421.592,0
04/07/2019 12.00,0,424.526,0
04/07/2019 13.00,0,433.147,0
04/07/2019 14.00,0,438.864,0
04/07/2019 15.00,0,439.008,0
04/07/2019 16.00,0,422.586,0
04/07/2019 17.00,0,400.098,0
04/07/2019 18.00,0,396.399,0
04/07/2019 19.00,0,395.905,0
04/07/2019 20.00,0,395.488,0
04/07/2019 21.00,0,389.168,0
04/07/2019 22.00,0,372.95,0
04/07/2019 23.00,0,353.406,0
05/07/2019 00.00,0,329.214,0
05/07/2019 01.00,0,296.138,0
05/07/2019 02.00,0,268.787,0
05/07/2019 03.00,0,224.97,0
05/07/2019 04.00,0,200.24,0
05/07/2019 05.00,0,188.353,0
05/07/2019 06.00,0,171.618,0
05/07/2019 07.00,0,152.477,0
05/07/2019 08.00,0,138.161,0
05/07/2019 09.00,0,126.114,0
05/07/2019 10.00,0,121.61,0
05/07/2019 11.00,0,127.168,0
05/07/2019 12.00,0,138.604,0
05/07/2019 13.00,0,151.454,0
05/07/2019 14.00,0,160.037,0
05/07/2019 15.00,0,167.068,0
05/07/2019 16.00,0,178.815,0
05/07/2019 17.00,0,187.113,0
05/07/2019 18.00,0,180.814,0
05/07/2019 19.00,0,175.874,0
05/07/2019 20.00,0,184.963,0
05/07/2019 21.00,0,188.364,0
05/07/2019 22.00,0,184.83,0
05/07/2019 23.00,0,155.617,0
06/07/2019 00.00,0,135.524,0
06/07/2019 01.00,0,136.942,0
06/07/2019 02.00,0,161.902,0
06/07/2019 03.00,0,162.583,0
06/07/2019 04.00,0,143.73,0
06/07/2019 05.00,0,156.538,0
06/07/2019 06.00,0,194.948,0
06/07/2019 07.00,0,250.597,0
06/07/2019 08.00,0,294.771,0
06/07/2019 09.00,0,325.602,0
06/07/2019 10.00,0,369.399,0
06/07/2019 11.00,0,388.258,0
06/07/2019 12.00,0,384.006,0
06/07/2019 13.00,0,385.896,0
06/07/2019 14.00,0,397.384,0
06/07/2019 15.00,0,417.305,0
06/07/2019 16.00,0,432.312,0
06/07/2019 17.00,0,431.025,0
06/07/2019 18.00,0,410.198,0
06/07/2019 19.00,0,388.643,0
06/07/2019 20.00,0,377.765,0
06/07/2019 21.00,0,379.639,0
06/07/2019 22.00,0,376.676,0
06/07/2019 23.00,0,366.696,0
07/07/2019 00.00,0,348.998,0
07/07/2019 01.00,0,329.006,0
07/07/2019 02.00,0,311.233,0
07/07/2019 03.00,0,299.317,0
07/07/2019 04.00,0,292.809,0
07/07/2019 05.00,0,305.113,0
07/07/2019 06.00,0,302.408,0
07/07/2019 07.00,0,290.179,0
07/07/2019 08.00,0,270.76,0
07/07/2019 09.00,0,256.531,0
07/07/2019 10.00,0,253.727,0
07/07/2019 11.00,0,265.617,0
07/07/2019 12.00,0,286.878,0
07/07/2019 13.00,0,305.108,0
07/07/2019 14.00,0,310.63,0
07/07/2019 15.00,0,306.392,0
07/07/2019 16.00,0,296.109,0
07/07/2019 17.00,0,276.489,0
07/07/2019 18.00,0,252.849,0
07/07/2019 19.00,0,239.899,0
07/07/2019 20.00,0,229.709,0
07/07/2019 21.00,0,221.212,0
07/07/2019 22.00,0,212.974,0
07/07/2019 23.00,0,212.591,0
08/07/2019 00.00,0,211.757,0
08/07/2019 01.00,0,199.266,0
08/07/2019 02.00,0,200.544,0
08/07/2019 03.00,0,205.005,0
08/07/2019 04.00,0,201.515,0
08/07/2019 05.00,0,203.915,0
08/07/2019 06.00,0,194.161,0
08/07/2019 07.00,0,182.766,0
08/07/2019 08.00,0,168.381,0
08/07/2019 09.00,0,152.794,0
08/07/2019 10.00,0,141.94,0
08/07/2019 11.00,0,138.986,0
08/07/2019 12.00,0,140.268,0
08/07/2019 13.00,0,143.106,0
08/07/2019 14.00,0,145.663,0
08/07/2019 15.00,0,147.673,0
08/07/2019 16.00,0,153.996,0
08/07/2019 17.00,0,163.957,0
08/07/2019 18.00,0,170.326,0
08/07/2019 19.00,0,188.182,0
08/07/2019 20.00,0,197.544,0
08/07/2019 21.00,0,196.023,0
08/07/2019 22.00,0,189.473,0
08/07/2019 23.00,0,182.628,0
09/07/2019 00.00,0,185.417,0
09/07/2019 01.00,0,189.311,0
09/07/2019 02.00,0,193.777,0
09/07/2019 03.00,0,191.068,0
09/07/2019 04.00,0,168.475,0
09/07/2019 05.00,0,180.547,0
09/07/2019 06.00,0,162.572,0
09/07/2019 07.00,0,137.186,0
09/07/2019 08.00,0,113.703,0
09/07/2019 09.00,0,96.954,0
09/07/2019 10.00,0,87.975,0
09/07/2019 11.00,0,86.849,0
09/07/2019 12.00,0,92.745,0
09/07/2019 13.00,0,100.433,0
09/07/2019 14.00,0,108.41,0
09/07/2019 15.00,0,116.476,0
09/07/2019 16.00,0,125.468,0
09/07/2019 17.00,0,124.728,0
09/07/2019 18.00,0,132.394,0
09/07/2019 19.00,0,167.066,0
09/07/2019 20.00,0,192.5,0
09/07/2019 21.00,0,195.52,0
09/07/2019 22.00,0,180.81,0
09/07/2019 23.00,0,173.598,0
10/07/2019 00.00,0,173.856,0
10/07/2019 01.00,0,174.327,0
10/07/2019 02.00,0,173.041,0
10/07/2019 03.00,0,159.434,0
10/07/2019 04.00,0,139.899,0
10/07/2019 05.00,0,134.386,0
10/07/2019 06.00,0,131.576,0
10/07/2019 07.00,0,141.255,0
10/07/2019 08.00,0,153.046,0
10/07/2019 09.00,0,156.749,0
10/07/2019 10.00,0,157.044,0
10/07/2019 11.00,0,156.634,0
10/07/2019 12.00,0,156.002,0
10/07/2019 13.00,0,153.784,0
10/07/2019 14.00,0,146.968,0
10/07/2019 15.00,0,140.355,0
10/07/2019 16.00,0,133.206,0
10/07/2019 17.00,0,122.826,0
10/07/2019 18.00,0,124.475,0
10/07/2019 19.00,0,140.398,0
10/07/2019 20.00,0,140.992,0
10/07/2019 21.00,0,122.645,0
10/07/2019 22.00,0,95.901,0
10/07/2019 23.00,0,65.561,0
11/07/2019 00.00,0,38.218,0
11/07/2019 01.00,0,19.651,0
11/07/2019 02.00,0,10.939,0
11/07/2019 03.00,0,8.2,0
11/07/2019 04.00,0,11.901,0
11/07/2019 05.00,0,23.184,0
11/07/2019 06.00,0,43.909,0
11/07/2019 07.00,0,67.378,0
11/07/2019 08.00,0,85.135,0
11/07/2019 09.00,0,95.354,0
11/07/2019 10.00,0,96.668,0
11/07/2019 11.00,0,94.53,0
11/07/2019 12.00,0,90.273,0
11/07/2019 13.00,0,84.082,0
11/07/2019 14.00,0,75.492,0
11/07/2019 15.00,0,66.345,0
11/07/2019 16.00,0,55.946,0
11/07/2019 17.00,0,44.991,0
11/07/2019 18.00,0,38.343,0
11/07/2019 19.00,0,37.127,0
11/07/2019 20.00,0,33.844,0
11/07/2019 21.00,0,29.026,0
11/07/2019 22.00,0,25.104,0
11/07/2019 23.00,0,23.001,0
12/07/2019 00.00,0,22.485,0
12/07/2019 01.00,0,22.52,0
12/07/2019 02.00,0,23.301,0
12/07/2019 03.00,0,22.696,0
12/07/2019 04.00,0,20.714,0
12/07/2019 05.00,0,17.357,0
12/07/2019 06.00,0,14.976,0
12/07/2019 07.00,0,15.524,0
12/07/2019 08.00,0,16.986,0
12/07/2019 09.00,0,19.21,0
12/07/2019 10.00,0,23.247,0
12/07/2019 11.00,0,28.656,0
12/07/2019 12.00,0,34.437,0
12/07/2019 13.00,0,38.86,0
12/07/2019 14.00,0,39.924,0
12/07/2019 15.00,0,38.177,0
12/07/2019 16.00,0,33.161,0
12/07/2019 17.00,0,25.825,0
12/07/2019 18.00,0,18.871,0
12/07/2019 19.00,0,15.421,0
12/07/2019 20.00,0,16.697,0
12/07/2019 21.00,0,20.26,0
12/07/2019 22.00,0,20.645,0
12/07/2019 23.00,0,17.587,0
13/07/2019 00.00,0,15.874,0
13/07/2019 01.00,0,18.201,0
13/07/2019 02.00,0,24.984,0
13/07/2019 03.00,0,34.303,0
13/07/2019 04.00,0,35.351,0
13/07/2019 05.00,0,24.881,0
13/07/2019 06.00,0,20.666,0
13/07/2019 07.00,0,22.272,0
13/07/2019 08.00,0,28.617,0
13/07/2019 09.00,0,36.795,0
13/07/2019 10.00,0,47.95,0
13/07/2019 11.00,0,62.467,0
13/07/2019 12.00,0,77.488,0
13/07/2019 13.00,0,90.43,0
13/07/2019 14.00,0,102.361,0
13/07/2019 15.00,0,114.211,0
13/07/2019 16.00,0,122.635,0
13/07/2019 17.00,0,125.482,0
13/07/2019 18.00,0,121.363,0
13/07/2019 19.00,0,119.448,0
13/07/2019 20.00,0,121.5,0
13/07/2019 21.00,0,115.706,0
13/07/2019 22.00,0,106.199,0
13/07/2019 23.00,0,96.616,0
14/07/2019 00.00,0,90.286,0
14/07/2019 01.00,0,87.335,0
14/07/2019 02.00,0,84.295,0
14/07/2019 03.00,0,77.048,0
14/07/2019 04.00,0,62.454,0
14/07/2019 05.00,0,49.915,0
14/07/2019 06.00,0,37.911,0
14/07/2019 07.00,0,30.51,0
14/07/2019 08.00,0,27.761,0
14/07/2019 09.00,0,28.573,0
14/07/2019 10.00,0,31.845,0
14/07/2019 11.00,0,36.655,0
14/07/2019 12.00,0,42.049,0
14/07/2019 13.00,0,46.616,0
14/07/2019 14.00,0,49.877,0
14/07/2019 15.00,0,51.667,0
14/07/2019 16.00,0,56.758,0
14/07/2019 17.00,0,70.904,0
14/07/2019 18.00,0,90.03,0
14/07/2019 19.00,0,113.512,0
14/07/2019 20.00,0,129.517,0
14/07/2019 21.00,0,136.652,0
14/07/2019 22.00,0,137.185,0
14/07/2019 23.00,0,122.771,0
15/07/2019 00.00,0,116.668,0
15/07/2019 01.00,0,118.358,0
15/07/2019 02.00,0,123.361,0
15/07/2019 03.00,0,130.538,0
15/07/2019 04.00,0,144.673,0
15/07/2019 05.00,0,152.481,0
15/07/2019 06.00,0,161.304,0
15/07/2019 07.00,0,169.842,0
15/07/2019 08.00,0,174.113,0
15/07/2019 09.00,0,176.056,0
15/07/2019 10.00,0,173.266,0
15/07/2019 11.00,0,167.08,0
15/07/2019 12.00,0,155.604,0
15/07/2019 13.00,0,147.177,0
15/07/2019 14.00,0,144.032,0
15/07/2019 15.00,0,141.283,0
15/07/2019 16.00,0,141.368,0
15/07/2019 17.00,0,138.457,0
15/07/2019 18.00,0,133.641,0
15/07/2019 19.00,0,148.714,0
15/07/2019 20.00,0,148.076,0
15/07/2019 21.00,0,145.325,0
15/07/2019 22.00,0,137.052,0
15/07/2019 23.00,0,124.789,0
16/07/2019 00.00,0,118.405,0
16/07/2019 01.00,0,122.623,0
16/07/2019 02.00,0,141.769,0
16/07/2019 03.00,0,156.509,0
16/07/2019 04.00,0,161.273,0
16/07/2019 05.00,0,176.44,0
16/07/2019 06.00,0,172.275,0
16/07/2019 07.00,0,162.207,0
16/07/2019 08.00,0,142.401,0
16/07/2019 09.00,0,121.507,0
16/07/2019 10.00,0,109.494,0
16/07/2019 11.00,0,107.597,0
16/07/2019 12.00,0,112.491,0
16/07/2019 13.00,0,120.563,0
16/07/2019 14.00,0,127.756,0
16/07/2019 15.00,0,129.532,0
16/07/2019 16.00,0,123.216,0
16/07/2019 17.00,0,100.421,0
16/07/2019 18.00,0,73.933,0
16/07/2019 19.00,0,62.352,0
16/07/2019 20.00,0,56.314,0
16/07/2019 21.00,0,62.46,0
16/07/2019 22.00,0,77.534,0
16/07/2019 23.00,0,91.184,0
17/07/2019 00.00,0,97.288,0
17/07/2019 01.00,0,97.361,0
17/07/2019 02.00,0,93.797,0
17/07/2019 03.00,0,81.56,0
17/07/2019 04.00,0,58.418,0
17/07/2019 05.00,0,33.981,0
17/07/2019 06.00,0,18.791,0
17/07/2019 07.00,0,9.858,0
17/07/2019 08.00,0,8.124,0
17/07/2019 09.00,0,9.831,0
17/07/2019 10.00,0,11.518,0
17/07/2019 11.00,0,14.243,0
17/07/2019 12.00,0,17.321,0
17/07/2019 13.00,0,18.941,0
17/07/2019 14.00,0,19.195,0
17/07/2019 15.00,0,18.702,0
17/07/2019 16.00,0,17.861,0
17/07/2019 17.00,0,19.104,0
17/07/2019 18.00,0,27.03,0
17/07/2019 19.00,0,42.059,0
17/07/2019 20.00,0,58.844,0
17/07/2019 21.00,0,68.43,0
17/07/2019 22.00,0,66.452,0
17/07/2019 23.00,0,53.299,0
18/07/2019 00.00,0,35.843,0
18/07/2019 01.00,0,19.266,0
18/07/2019 02.00,0,8.645,0
18/07/2019 03.00,0,3.358,0
18/07/2019 04.00,0,2.224,0
18/07/2019 05.00,0,9.282,0
18/07/2019 06.00,0,27.272,0
18/07/2019 07.00,0,36.742,0
18/07/2019 08.00,0,39.639,0
18/07/2019 09.00,0,44.963,0
18/07/2019 10.00,0,53.366,0
18/07/2019 11.00,0,61.274,0
18/07/2019 12.00,0,66.501,0
18/07/2019 13.00,0,67.516,0
18/07/2019 14.00,0,65.557,0
18/07/2019 15.00,0,62.938,0
18/07/2019 16.00,0,58.85,0
18/07/2019 17.00,0,54.153,0
18/07/2019 18.00,0,62.757,0
18/07/2019 19.00,0,91.022,0
18/07/2019 20.00,0,125.665,0
18/07/2019 21.00,0,151.38,0
18/07/2019 22.00,0,162.686,0
18/07/2019 23.00,0,139.365,0
19/07/2019 00.00,0,104.351,0
19/07/2019 01.00,0,81.576,0
19/07/2019 02.00,0,63.709,0
19/07/2019 03.00,0,50.394,0
19/07/2019 04.00,0,41.266,0
19/07/2019 05.00,0,29.855,0
19/07/2019 06.00,0,27.08,0
19/07/2019 07.00,0,31.154,0
19/07/2019 08.00,0,38.586,0
19/07/2019 09.00,0,45.382,0
19/07/2019 10.00,0,48.545,0
19/07/2019 11.00,0,51.402,0
19/07/2019 12.00,0,56.897,0
19/07/2019 13.00,0,66.648,0
19/07/2019 14.00,0,76.043,0
19/07/2019 15.00,0,77.282,0
19/07/2019 16.00,0,70.71,0
19/07/2019 17.00,0,65.45,0
19/07/2019 18.00,0,65.925,0
19/07/2019 19.00,0,66.502,0
19/07/2019 20.00,0,53.381,0
19/07/2019 21.00,0,34.169,0
19/07/2019 22.00,0,18.987,0
19/07/2019 23.00,0,7.571,0
20/07/2019 00.00,0,4.028,0
20/07/2019 01.00,0,9.397,0
20/07/2019 02.00,0,27.422,0
20/07/2019 03.00,0,53.003,0
20/07/2019 04.00,0,77.136,0
20/07/2019 05.00,0,85.84,0
20/07/2019 06.00,0,111.072,0
20/07/2019 07.00,0,124.459,0
20/07/2019 08.00,0,135.997,0
20/07/2019 09.00,0,168.065,0
20/07/2019 10.00,0,220.238,0
20/07/2019 11.00,0,266.074,0
20/07/2019 12.00,0,290.178,0
20/07/2019 13.00,0,284.227,0
20/07/2019 14.00,0,263.473,0
20/07/2019 15.00,0,230.828,0
20/07/2019 16.00,0,176.188,0
20/07/2019 17.00,0,138.994,0
20/07/2019 18.00,0,102.313,0
20/07/2019 19.00,0,72.817,0
20/07/2019 20.00,0,65.093,0
20/07/2019 21.00,0,74.283,0
20/07/2019 22.00,0,95.348,0
20/07/2019 23.00,0,112.959,0
21/07/2019 00.00,0,123.817,0
21/07/2019 01.00,0,131.856,0
21/07/2019 02.00,0,143.736,0
21/07/2019 03.00,0,158.75,0
21/07/2019 04.00,0,146.137,0
21/07/2019 05.00,0,149.993,0
21/07/2019 06.00,0,177.516,0
21/07/2019 07.00,0,223.512,0
21/07/2019 08.00,0,253.341,0
21/07/2019 09.00,0,267.858,0
21/07/2019 10.00,0,284.224,0
21/07/2019 11.00,0,306.389,0
21/07/2019 12.00,0,328.91,0
21/07/2019 13.00,0,347.374,0
21/07/2019 14.00,0,347.364,0
21/07/2019 15.00,0,332.002,0
21/07/2019 16.00,0,303.159,0
21/07/2019 17.00,0,268.867,0
21/07/2019 18.00,0,223.505,0
21/07/2019 19.00,0,200.958,0
21/07/2019 20.00,0,184.115,0
21/07/2019 21.00,0,182.766,0
21/07/2019 22.00,0,171.628,0
21/07/2019 23.00,0,164.004,0
22/07/2019 00.00,0,161.658,0
22/07/2019 01.00,0,144.436,0
22/07/2019 02.00,0,134.826,0
22/07/2019 03.00,0,127.26,0
22/07/2019 04.00,0,107.58,0
22/07/2019 05.00,0,105.464,0
22/07/2019 06.00,0,120.864,0
22/07/2019 07.00,0,136.014,0
22/07/2019 08.00,0,131.766,0
22/07/2019 09.00,0,117.747,0
22/07/2019 10.00,0,139.992,0
22/07/2019 11.00,0,192.835,0
22/07/2019 12.00,0,241.094,0
22/07/2019 13.00,0,270.101,0
22/07/2019 14.00,0,268.787,0
22/07/2019 15.00,0,247.308,0
22/07/2019 16.00,0,228.33,0
22/07/2019 17.00,0,204.997,0
22/07/2019 18.00,0,203.646,0
22/07/2019 19.00,0,214.383,0
22/07/2019 20.00,0,191.178,0
22/07/2019 21.00,0,195.554,0
22/07/2019 22.00,0,195.517,0
22/07/2019 23.00,0,193.703,0
23/07/2019 00.00,0,188.089,0
23/07/2019 01.00,0,182.608,0
23/07/2019 02.00,0,179.16,0
23/07/2019 03.00,0,171.618,0
23/07/2019 04.00,0,142.423,0
23/07/2019 05.00,0,112.375,0
23/07/2019 06.00,0,115.354,0
23/07/2019 07.00,0,143.953,0
23/07/2019 08.00,0,154.438,0
23/07/2019 09.00,0,157.322,0
23/07/2019 10.00,0,157.811,0
23/07/2019 11.00,0,155.716,0
23/07/2019 12.00,0,151.244,0
23/07/2019 13.00,0,144.452,0
23/07/2019 14.00,0,133.087,0
23/07/2019 15.00,0,119.431,0
23/07/2019 16.00,0,102.361,0
23/07/2019 17.00,0,82.324,0
23/07/2019 18.00,0,73.12,0
23/07/2019 19.00,0,69.44,0
23/07/2019 20.00,0,61.667,0
23/07/2019 21.00,0,52.183,0
23/07/2019 22.00,0,40.625,0
23/07/2019 23.00,0,29.067,0
24/07/2019 00.00,0,20.649,0
24/07/2019 01.00,0,16.016,0
24/07/2019 02.00,0,16.629,0
24/07/2019 03.00,0,22.171,0
24/07/2019 04.00,0,28.391,0
24/07/2019 05.00,0,25.732,0
24/07/2019 06.00,0,28.887,0
24/07/2019 07.00,0,28.514,0
24/07/2019 08.00,0,22.515,0
24/07/2019 09.00,0,15.771,0
24/07/2019 10.00,0,13.348,0
24/07/2019 11.00,0,17.585,0
24/07/2019 12.00,0,27.038,0
24/07/2019 13.00,0,36.907,0
24/07/2019 14.00,0,43.801,0
24/07/2019 15.00,0,52.597,0
24/07/2019 16.00,0,66.118,0
24/07/2019 17.00,0,80.672,0
24/07/2019 18.00,0,109.559,0
24/07/2019 19.00,0,149.821,0
24/07/2019 20.00,0,179.104,0
24/07/2019 21.00,0,189.383,0
24/07/2019 22.00,0,186.787,0
24/07/2019 23.00,0,186.182,0
25/07/2019 00.00,0,189.806,0
25/07/2019 01.00,0,191.044,0
25/07/2019 02.00,0,196.29,0
25/07/2019 03.00,0,197.55,0
25/07/2019 04.00,0,176.195,0
25/07/2019 05.00,0,142.831,0
25/07/2019 06.00,0,125.484,0
25/07/2019 07.00,0,141.785,0
25/07/2019 08.00,0,142.893,0
25/07/2019 09.00,0,145.686,0
25/07/2019 10.00,0,152.463,0
25/07/2019 11.00,0,159.413,0
25/07/2019 12.00,0,163.142,0
25/07/2019 13.00,0,162.184,0
25/07/2019 14.00,0,159.167,0
25/07/2019 15.00,0,157.705,0
25/07/2019 16.00,0,155.605,0
25/07/2019 17.00,0,151.228,0
25/07/2019 18.00,0,160.048,0
25/07/2019 19.00,0,168.305,0
25/07/2019 20.00,0,160.027,0
25/07/2019 21.00,0,147.686,0
25/07/2019 22.00,0,137.192,0
25/07/2019 23.00,0,128.398,0
26/07/2019 00.00,0,124.344,0
26/07/2019 01.00,0,123.98,0
26/07/2019 02.00,0,126.553,0
26/07/2019 03.00,0,126.879,0
26/07/2019 04.00,0,115.366,0
26/07/2019 05.00,0,92.995,0
26/07/2019 06.00,0,73.959,0
26/07/2019 07.00,0,73.511,0
26/07/2019 08.00,0,85.777,0
26/07/2019 09.00,0,93.862,0
26/07/2019 10.00,0,101.172,0
26/07/2019 11.00,0,104.975,0
26/07/2019 12.00,0,105.567,0
26/07/2019 13.00,0,108.019,0
26/07/2019 14.00,0,115.044,0
26/07/2019 15.00,0,132.212,0
26/07/2019 16.00,0,149.998,0
26/07/2019 17.00,0,158.884,0
26/07/2019 18.00,0,170.306,0
26/07/2019 19.00,0,176.919,0
26/07/2019 20.00,0,176.997,0
26/07/2019 21.00,0,186.798,0
26/07/2019 22.00,0,197.549,0
26/07/2019 23.00,0,193.399,0
27/07/2019 00.00,0,197.89,0
27/07/2019 01.00,0,207.85,0
27/07/2019 02.00,0,217.35,0
27/07/2019 03.00,0,219.182,0
27/07/2019 04.00,0,202.112,0
27/07/2019 05.00,0,215.865,0
27/07/2019 06.00,0,239.601,0
27/07/2019 07.00,0,259.032,0
27/07/2019 08.00,0,291.497,0
27/07/2019 09.00,0,330.422,0
27/07/2019 10.00,0,348.526,0
27/07/2019 11.00,0,347.374,0
27/07/2019 12.00,0,353.684,0
27/07/2019 13.00,0,361.737,0
27/07/2019 14.00,0,364.669,0
27/07/2019 15.00,0,361.049,0
27/07/2019 16.00,0,347.488,0
27/07/2019 17.00,0,337.026,0
27/07/2019 18.00,0,307.669,0
27/07/2019 19.00,0,264.145,0
27/07/2019 20.00,0,223.249,0
27/07/2019 21.00,0,224.608,0
27/07/2019 22.00,0,253.876,0
27/07/2019 23.00,0,266.075,0
28/07/2019 00.00,0,264.53,0
28/07/2019 01.00,0,264.143,0
28/07/2019 02.00,0,261.307,0
28/07/2019 03.00,0,243.353,0
28/07/2019 04.00,0,214.633,0
28/07/2019 05.00,0,228.204,0
28/07/2019 06.00,0,237.445,0
28/07/2019 07.00,0,248.214,0
28/07/2019 08.00,0,259.429,0
28/07/2019 09.00,0,261.144,0
28/07/2019 10.00,0,255.913,0
28/07/2019 11.00,0,245.84,0
28/07/2019 12.00,0,235.511,0
28/07/2019 13.00,0,226.942,0
28/07/2019 14.00,0,215.72,0
28/07/2019 15.00,0,195.514,0
28/07/2019 16.00,0,173.384,0
28/07/2019 17.00,0,147.197,0
28/07/2019 18.00,0,132.653,0
28/07/2019 19.00,0,139.239,0
28/07/2019 20.00,0,157.071,0
28/07/2019 21.00,0,159.556,0
28/07/2019 22.00,0,144.436,0
28/07/2019 23.00,0,121.39,0
29/07/2019 00.00,0,103.324,0
29/07/2019 01.00,0,98.29,0
29/07/2019 02.00,0,99.974,0
29/07/2019 03.00,0,102.447,0
29/07/2019 04.00,0,90.734,0
29/07/2019 05.00,0,59.368,0
29/07/2019 06.00,0,41.409,0
29/07/2019 07.00,0,30.978,0
29/07/2019 08.00,0,30.676,0
29/07/2019 09.00,0,33.97,0
29/07/2019 10.00,0,36.364,0
29/07/2019 11.00,0,38.22,0
29/07/2019 12.00,0,23.379,0
29/07/2019 13.00,0,9.732,0
29/07/2019 14.00,0,4.018,0
29/07/2019 15.00,0,4.216,0
29/07/2019 16.00,0,7.939,0
29/07/2019 17.00,0,12.382,0
29/07/2019 18.00,0,17.202,0
29/07/2019 19.00,0,22.4,0
29/07/2019 20.00,0,27.792,0
29/07/2019 21.00,0,33.965,0
29/07/2019 22.00,0,38.8,0
29/07/2019 23.00,0,46.12,0
30/07/2019 00.00,0,56.157,0
30/07/2019 01.00,0,68.316,0
30/07/2019 02.00,0,80.772,0
30/07/2019 03.00,0,85.341,0
30/07/2019 04.00,0,73.567,0
30/07/2019 05.00,0,56.04,0
30/07/2019 06.00,0,44.407,0
30/07/2019 07.00,0,33.973,0
30/07/2019 08.00,0,27.028,0
30/07/2019 09.00,0,22.581,0
30/07/2019 10.00,0,17.786,0
30/07/2019 11.00,0,12.589,0
30/07/2019 12.00,0,8.284,0
30/07/2019 13.00,0,5.319,0
30/07/2019 14.00,0,3.972,0
30/07/2019 15.00,0,5.981,0
30/07/2019 16.00,0,10.648,0
30/07/2019 17.00,0,18.678,0
30/07/2019 18.00,0,30.866,0
30/07/2019 19.00,0,50.11,0
30/07/2019 20.00,0,74.165,0
30/07/2019 21.00,0,115.359,0
30/07/2019 22.00,0,162.597,0
30/07/2019 23.00,0,190.48,0
31/07/2019 00.00,0,194.079,0
31/07/2019 01.00,0,184.499,0
31/07/2019 02.00,0,178.545,0
31/07/2019 03.00,0,183.87,0
31/07/2019 04.00,0,195.029,0
31/07/2019 05.00,0,183.471,0
31/07/2019 06.00,0,164.206,0
31/07/2019 07.00,0,122.632,0
31/07/2019 08.00,0,79.386,0
31/07/2019 09.00,0,62.541,0
31/07/2019 10.00,0,70.973,0
31/07/2019 11.00,0,86.975,0
31/07/2019 12.00,0,101.834,0
31/07/2019 13.00,0,116.456,0
31/07/2019 14.00,0,132.618,0
31/07/2019 15.00,0,146.889,0
31/07/2019 16.00,0,153.888,0
31/07/2019 17.00,0,167.078,0
31/07/2019 18.00,0,188.118,0
31/07/2019 19.00,0,197.552,0
31/07/2019 20.00,0,186.53,0
31/07/2019 21.00,0,152.136,0
31/07/2019 22.00,0,130.798,0
31/07/2019 23.00,0,120.36,0
01/08/2019 00.00,0,106.505,0
01/08/2019 01.00,0,90.379,0
01/08/2019 02.00,0,72.829,0
01/08/2019 03.00,0,56.016,0
01/08/2019 04.00,0,41.932,0
01/08/2019 05.00,0,31.456,0
01/08/2019 06.00,0,27.456,0
01/08/2019 07.00,0,25.687,0
01/08/2019 08.00,0,24.806,0
01/08/2019 09.00,0,23.963,0
01/08/2019 10.00,0,22.193,0
01/08/2019 11.00,0,22.918,0
01/08/2019 12.00,0,21.412,0
01/08/2019 13.00,0,19.711,0
01/08/2019 14.00,0,20.515,0
