Time,W1 - Min,W1 - Max,W1 - Cost
31/03/2019 08.00,0,354.169,0
31/03/2019 09.00,0,317.785,0
31/03/2019 10.00,0,273.517,0
31/03/2019 11.00,0,238.546,0
31/03/2019 12.00,0,223.044,0
31/03/2019 13.00,0,219.273,0
31/03/2019 14.00,0,217.684,0
31/03/2019 15.00,0,209.869,0
31/03/2019 16.00,0,187.721,0
31/03/2019 17.00,0,172.042,0
31/03/2019 18.00,0,171.924,0
31/03/2019 19.00,0,156.565,0
31/03/2019 20.00,0,131.303,0
31/03/2019 21.00,0,104.729,0
31/03/2019 22.00,0,80.344,0
31/03/2019 23.00,0,56.96,0
01/04/2019 00.00,0,34.443,0
01/04/2019 01.00,0,16.674,0
01/04/2019 02.00,0,4.759,0
01/04/2019 03.00,0,1.618,0
01/04/2019 04.00,0,5.645,0
01/04/2019 05.00,0,14.855,0
01/04/2019 06.00,0,22.942,0
01/04/2019 07.00,0,34.398,0
01/04/2019 08.00,0,44.458,0
01/04/2019 09.00,0,48.868,0
01/04/2019 10.00,0,52.81,0
01/04/2019 11.00,0,59.357,0
01/04/2019 12.00,0,69.909,0
01/04/2019 13.00,0,83.465,0
01/04/2019 14.00,0,100.267,0
01/04/2019 15.00,0,122.625,0
01/04/2019 16.00,0,142.824,0
01/04/2019 17.00,0,173.023,0
01/04/2019 18.00,0,211.15,0
01/04/2019 19.00,0,237.23,0
01/04/2019 20.00,0,255.162,0
01/04/2019 21.00,0,272.281,0
01/04/2019 22.00,0,286.88,0
01/04/2019 23.00,0,291.495,0
02/04/2019 00.00,0,294.996,0
02/04/2019 01.00,0,305.545,0
02/04/2019 02.00,0,316.58,0
02/04/2019 03.00,0,319.114,0
02/04/2019 04.00,0,319.881,0
02/04/2019 05.00,0,321.429,0
02/04/2019 06.00,0,325.517,0
02/04/2019 07.00,0,362.06,0
02/04/2019 08.00,0,385.042,0
02/04/2019 09.00,0,397.63,0
02/04/2019 10.00,0,407.859,0
02/04/2019 11.00,0,412.866,0
02/04/2019 12.00,0,411.276,0
02/04/2019 13.00,0,406.137,0
02/04/2019 14.00,0,390.917,0
02/04/2019 15.00,0,363.255,0
02/04/2019 16.00,0,351.69,0
02/04/2019 17.00,0,350.178,0
02/04/2019 18.00,0,339.597,0
02/04/2019 19.00,0,308.497,0
02/04/2019 20.00,0,298.016,0
02/04/2019 21.00,0,299.321,0
02/04/2019 22.00,0,285.554,0
02/04/2019 23.00,0,297.76,0
03/04/2019 00.00,0,290.932,0
03/04/2019 01.00,0,247.177,0
03/04/2019 02.00,0,209.746,0
03/04/2019 03.00,0,182.126,0
03/04/2019 04.00,0,153.512,0
03/04/2019 05.00,0,130.734,0
03/04/2019 06.00,0,113.691,0
03/04/2019 07.00,0,89.89,0
03/04/2019 08.00,0,70.313,0
03/04/2019 09.00,0,70.729,0
03/04/2019 10.00,0,79.217,0
03/04/2019 11.00,0,84.117,0
03/04/2019 12.00,0,90.556,0
03/04/2019 13.00,0,106.182,0
03/04/2019 14.00,0,117.518,0
03/04/2019 15.00,0,121.314,0
03/04/2019 16.00,0,119.863,0
03/04/2019 17.00,0,122.617,0
03/04/2019 18.00,0,139.466,0
03/04/2019 19.00,0,151.235,0
03/04/2019 20.00,0,162.446,0
03/04/2019 21.00,0,170.327,0
03/04/2019 22.00,0,185.574,0
03/04/2019 23.00,0,209.786,0
04/04/2019 00.00,0,231.777,0
04/04/2019 01.00,0,244.657,0
04/04/2019 02.00,0,250.361,0
04/04/2019 03.00,0,242.351,0
04/04/2019 04.00,0,226.944,0
04/04/2019 05.00,0,211.184,0
04/04/2019 06.00,0,183.638,0
04/04/2019 07.00,0,168.373,0
04/04/2019 08.00,0,170.105,0
04/04/2019 09.00,0,160.675,0
04/04/2019 10.00,0,165.777,0
04/04/2019 11.00,0,191.016,0
04/04/2019 12.00,0,226.941,0
04/04/2019 13.00,0,246.73,0
04/04/2019 14.00,0,253.503,0
04/04/2019 15.00,0,237.977,0
04/04/2019 16.00,0,188.47,0
04/04/2019 17.00,0,194.948,0
04/04/2019 18.00,0,227.866,0
04/04/2019 19.00,0,242.98,0
04/04/2019 20.00,0,229.709,0
04/04/2019 21.00,0,222.131,0
04/04/2019 22.00,0,203.988,0
04/04/2019 23.00,0,180.745,0
05/04/2019 00.00,0,158.349,0
05/04/2019 01.00,0,139.087,0
05/04/2019 02.00,0,130.711,0
05/04/2019 03.00,0,137.379,0
05/04/2019 04.00,0,148.196,0
05/04/2019 05.00,0,152.744,0
05/04/2019 06.00,0,155.088,0
05/04/2019 07.00,0,180.667,0
05/04/2019 08.00,0,200.986,0
05/04/2019 09.00,0,225.284,0
05/04/2019 10.00,0,250.361,0
05/04/2019 11.00,0,264.371,0
05/04/2019 12.00,0,266.941,0
05/04/2019 13.00,0,266.635,0
05/04/2019 14.00,0,262.675,0
05/04/2019 15.00,0,253.423,0
05/04/2019 16.00,0,223.91,0
05/04/2019 17.00,0,242.106,0
05/04/2019 18.00,0,262.503,0
05/04/2019 19.00,0,264.392,0
05/04/2019 20.00,0,226.943,0
05/04/2019 21.00,0,175.952,0
05/04/2019 22.00,0,146.481,0
05/04/2019 23.00,0,125.537,0
06/04/2019 00.00,0,105.511,0
06/04/2019 01.00,0,94.085,0
06/04/2019 02.00,0,81.495,0
06/04/2019 03.00,0,65.042,0
06/04/2019 04.00,0,54.609,0
06/04/2019 05.00,0,55.158,0
06/04/2019 06.00,0,57.249,0
06/04/2019 07.00,0,65.369,0
06/04/2019 08.00,0,78.657,0
06/04/2019 09.00,0,103.046,0
06/04/2019 10.00,0,120.359,0
06/04/2019 11.00,0,129.546,0
06/04/2019 12.00,0,136.266,0
06/04/2019 13.00,0,137.419,0
06/04/2019 14.00,0,132.277,0
06/04/2019 15.00,0,127.909,0
06/04/2019 16.00,0,135.873,0
06/04/2019 17.00,0,157.49,0
06/04/2019 18.00,0,180.817,0
06/04/2019 19.00,0,186.779,0
06/04/2019 20.00,0,172.885,0
06/04/2019 21.00,0,151.302,0
06/04/2019 22.00,0,125.473,0
06/04/2019 23.00,0,95.468,0
07/04/2019 00.00,0,65.553,0
07/04/2019 01.00,0,46.39,0
07/04/2019 02.00,0,41.698,0
07/04/2019 03.00,0,45.354,0
07/04/2019 04.00,0,49.052,0
07/04/2019 05.00,0,45.683,0
07/04/2019 06.00,0,32.003,0
07/04/2019 07.00,0,21.864,0
07/04/2019 08.00,0,20.383,0
07/04/2019 09.00,0,24.827,0
07/04/2019 10.00,0,25.423,0
07/04/2019 11.00,0,22.52,0
07/04/2019 12.00,0,17.569,0
07/04/2019 13.00,0,18.207,0
07/04/2019 14.00,0,28.892,0
07/04/2019 15.00,0,50.592,0
07/04/2019 16.00,0,83.358,0
07/04/2019 17.00,0,119.869,0
07/04/2019 18.00,0,151.953,0
07/04/2019 19.00,0,156.249,0
07/04/2019 20.00,0,151.24,0
07/04/2019 21.00,0,147.639,0
07/04/2019 22.00,0,150.456,0
07/04/2019 23.00,0,164.794,0
08/04/2019 00.00,0,190.24,0
08/04/2019 01.00,0,218.585,0
08/04/2019 02.00,0,239.35,0
08/04/2019 03.00,0,253.085,0
08/04/2019 04.00,0,263.428,0
08/04/2019 05.00,0,252.115,0
08/04/2019 06.00,0,267.341,0
08/04/2019 07.00,0,290.431,0
08/04/2019 08.00,0,272.599,0
08/04/2019 09.00,0,246.923,0
08/04/2019 10.00,0,225.636,0
08/04/2019 11.00,0,210.124,0
08/04/2019 12.00,0,198.889,0
08/04/2019 13.00,0,188.907,0
08/04/2019 14.00,0,180.551,0
08/04/2019 15.00,0,171.627,0
08/04/2019 16.00,0,162.577,0
08/04/2019 17.00,0,152.724,0
08/04/2019 18.00,0,158.989,0
08/04/2019 19.00,0,162.968,0
08/04/2019 20.00,0,161.314,0
08/04/2019 21.00,0,158.739,0
08/04/2019 22.00,0,153.542,0
08/04/2019 23.00,0,143.163,0
09/04/2019 00.00,0,142.25,0
09/04/2019 01.00,0,150.911,0
09/04/2019 02.00,0,163.864,0
09/04/2019 03.00,0,180.798,0
09/04/2019 04.00,0,205.396,0
09/04/2019 05.00,0,216.667,0
09/04/2019 06.00,0,235.829,0
09/04/2019 07.00,0,239.349,0
09/04/2019 08.00,0,220.413,0
09/04/2019 09.00,0,197.252,0
09/04/2019 10.00,0,172.147,0
09/04/2019 11.00,0,152.471,0
09/04/2019 12.00,0,139.008,0
09/04/2019 13.00,0,134.841,0
09/04/2019 14.00,0,136.548,0
09/04/2019 15.00,0,141.656,0
09/04/2019 16.00,0,146.447,0
09/04/2019 17.00,0,152.489,0
09/04/2019 18.00,0,164.552,0
09/04/2019 19.00,0,161.313,0
09/04/2019 20.00,0,151.233,0
09/04/2019 21.00,0,140.972,0
09/04/2019 22.00,0,130.153,0
09/04/2019 23.00,0,121.12,0
10/04/2019 00.00,0,117.478,0
10/04/2019 01.00,0,121.49,0
10/04/2019 02.00,0,136.57,0
10/04/2019 03.00,0,167.895,0
10/04/2019 04.00,0,208.262,0
10/04/2019 05.00,0,223.513,0
10/04/2019 06.00,0,215.887,0
10/04/2019 07.00,0,218.12,0
10/04/2019 08.00,0,192.819,0
10/04/2019 09.00,0,162.59,0
10/04/2019 10.00,0,139.347,0
10/04/2019 11.00,0,125.944,0
10/04/2019 12.00,0,118.291,0
10/04/2019 13.00,0,115.351,0
10/04/2019 14.00,0,114.183,0
10/04/2019 15.00,0,113.733,0
10/04/2019 16.00,0,113.717,0
10/04/2019 17.00,0,116.453,0
10/04/2019 18.00,0,125.174,0
10/04/2019 19.00,0,122.642,0
10/04/2019 20.00,0,111.517,0
10/04/2019 21.00,0,99.14,0
10/04/2019 22.00,0,88.971,0
10/04/2019 23.00,0,78.018,0
11/04/2019 00.00,0,67.626,0
11/04/2019 01.00,0,57.683,0
11/04/2019 02.00,0,49.564,0
11/04/2019 03.00,0,43.385,0
11/04/2019 04.00,0,38.443,0
11/04/2019 05.00,0,35.502,0
11/04/2019 06.00,0,30.664,0
11/04/2019 07.00,0,30.545,0
11/04/2019 08.00,0,36.39,0
11/04/2019 09.00,0,40.901,0
11/04/2019 10.00,0,41.905,0
11/04/2019 11.00,0,39.869,0
11/04/2019 12.00,0,39.161,0
11/04/2019 13.00,0,39.873,0
11/04/2019 14.00,0,42.039,0
11/04/2019 15.00,0,44.942,0
11/04/2019 16.00,0,49.574,0
11/04/2019 17.00,0,57.064,0
11/04/2019 18.00,0,66.669,0
11/04/2019 19.00,0,71.071,0
11/04/2019 20.00,0,71.126,0
11/04/2019 21.00,0,70.214,0
11/04/2019 22.00,0,66.751,0
11/04/2019 23.00,0,58.864,0
12/04/2019 00.00,0,50.305,0
12/04/2019 01.00,0,43.651,0
12/04/2019 02.00,0,38.729,0
12/04/2019 03.00,0,34.771,0
12/04/2019 04.00,0,32.143,0
12/04/2019 05.00,0,29.346,0
12/04/2019 06.00,0,22.532,0
12/04/2019 07.00,0,17.751,0
12/04/2019 08.00,0,19.872,0
12/04/2019 09.00,0,27.033,0
12/04/2019 10.00,0,35.266,0
12/04/2019 11.00,0,44.483,0
12/04/2019 12.00,0,55.034,0
12/04/2019 13.00,0,63.32,0
12/04/2019 14.00,0,69.32,0
12/04/2019 15.00,0,71.402,0
12/04/2019 16.00,0,69.157,0
12/04/2019 17.00,0,66.141,0
12/04/2019 18.00,0,63.942,0
12/04/2019 19.00,0,59.109,0
12/04/2019 20.00,0,54.502,0
12/04/2019 21.00,0,50.246,0
12/04/2019 22.00,0,46.747,0
12/04/2019 23.00,0,43.69,0
13/04/2019 00.00,0,43.627,0
13/04/2019 01.00,0,47.853,0
13/04/2019 02.00,0,56.179,0
13/04/2019 03.00,0,68.838,0
13/04/2019 04.00,0,89.419,0
13/04/2019 05.00,0,111.527,0
13/04/2019 06.00,0,123.647,0
13/04/2019 07.00,0,153.833,0
13/04/2019 08.00,0,182.14,0
13/04/2019 09.00,0,199.753,0
13/04/2019 10.00,0,209.775,0
13/04/2019 11.00,0,216.224,0
13/04/2019 12.00,0,221.897,0
13/04/2019 13.00,0,222.124,0
13/04/2019 14.00,0,218.785,0
13/04/2019 15.00,0,206.365,0
13/04/2019 16.00,0,176.461,0
13/04/2019 17.00,0,139.088,0
13/04/2019 18.00,0,127.787,0
13/04/2019 19.00,0,125.498,0
13/04/2019 20.00,0,135.18,0
13/04/2019 21.00,0,155.504,0
13/04/2019 22.00,0,172.121,0
13/04/2019 23.00,0,190.159,0
14/04/2019 00.00,0,210.754,0
14/04/2019 01.00,0,236.093,0
14/04/2019 02.00,0,261.309,0
14/04/2019 03.00,0,257.026,0
14/04/2019 04.00,0,249.665,0
14/04/2019 05.00,0,225.038,0
14/04/2019 06.00,0,227.982,0
14/04/2019 07.00,0,250.884,0
14/04/2019 08.00,0,259.068,0
14/04/2019 09.00,0,263.182,0
14/04/2019 10.00,0,266.074,0
14/04/2019 11.00,0,262.197,0
14/04/2019 12.00,0,250.357,0
14/04/2019 13.00,0,233.152,0
14/04/2019 14.00,0,218.357,0
14/04/2019 15.00,0,207.401,0
14/04/2019 16.00,0,183.454,0
14/04/2019 17.00,0,157.869,0
14/04/2019 18.00,0,156.068,0
14/04/2019 19.00,0,149.604,0
14/04/2019 20.00,0,141.669,0
14/04/2019 21.00,0,144.454,0
14/04/2019 22.00,0,171.65,0
14/04/2019 23.00,0,190.76,0
15/04/2019 00.00,0,201.764,0
15/04/2019 01.00,0,194.17,0
15/04/2019 02.00,0,171.837,0
15/04/2019 03.00,0,154.046,0
15/04/2019 04.00,0,150.213,0
15/04/2019 05.00,0,150.453,0
15/04/2019 06.00,0,149.515,0
15/04/2019 07.00,0,167.087,0
15/04/2019 08.00,0,184.35,0
15/04/2019 09.00,0,186.798,0
15/04/2019 10.00,0,176.462,0
15/04/2019 11.00,0,162.573,0
15/04/2019 12.00,0,155.034,0
15/04/2019 13.00,0,155.619,0
15/04/2019 14.00,0,162.575,0
15/04/2019 15.00,0,169.747,0
15/04/2019 16.00,0,169.828,0
15/04/2019 17.00,0,161.313,0
15/04/2019 18.00,0,163.872,0
15/04/2019 19.00,0,164.748,0
15/04/2019 20.00,0,162.454,0
15/04/2019 21.00,0,168.712,0
15/04/2019 22.00,0,172.737,0
15/04/2019 23.00,0,177.516,0
16/04/2019 00.00,0,174.647,0
16/04/2019 01.00,0,171.523,0
16/04/2019 02.00,0,177.497,0
16/04/2019 03.00,0,188.714,0
16/04/2019 04.00,0,199.897,0
16/04/2019 05.00,0,189.667,0
16/04/2019 06.00,0,187.481,0
16/04/2019 07.00,0,200.354,0
16/04/2019 08.00,0,196.869,0
16/04/2019 09.00,0,199.482,0
16/04/2019 10.00,0,209.785,0
16/04/2019 11.00,0,216.302,0
16/04/2019 12.00,0,213.699,0
16/04/2019 13.00,0,203.055,0
16/04/2019 14.00,0,195.509,0
16/04/2019 15.00,0,195.509,0
16/04/2019 16.00,0,192.514,0
16/04/2019 17.00,0,189.235,0
16/04/2019 18.00,0,230.509,0
16/04/2019 19.00,0,274.864,0
16/04/2019 20.00,0,301.001,0
16/04/2019 21.00,0,346.9,0
16/04/2019 22.00,0,322.697,0
16/04/2019 23.00,0,298.938,0
17/04/2019 00.00,0,289.859,0
17/04/2019 01.00,0,291.639,0
17/04/2019 02.00,0,282.895,0
17/04/2019 03.00,0,262.918,0
17/04/2019 04.00,0,242.706,0
17/04/2019 05.00,0,205.765,0
17/04/2019 06.00,0,169.008,0
17/04/2019 07.00,0,156.115,0
17/04/2019 08.00,0,142.366,0
17/04/2019 09.00,0,141.01,0
17/04/2019 10.00,0,146.897,0
17/04/2019 11.00,0,153.752,0
17/04/2019 12.00,0,152.689,0
17/04/2019 13.00,0,146.888,0
17/04/2019 14.00,0,140.604,0
17/04/2019 15.00,0,134.812,0
17/04/2019 16.00,0,111.204,0
17/04/2019 17.00,0,109.109,0
17/04/2019 18.00,0,138.684,0
17/04/2019 19.00,0,165.197,0
17/04/2019 20.00,0,177.511,0
17/04/2019 21.00,0,173.384,0
17/04/2019 22.00,0,160.88,0
17/04/2019 23.00,0,146.905,0
18/04/2019 00.00,0,137.214,0
18/04/2019 01.00,0,134.01,0
18/04/2019 02.00,0,137.213,0
18/04/2019 03.00,0,146.885,0
18/04/2019 04.00,0,155.785,0
18/04/2019 05.00,0,142.575,0
18/04/2019 06.00,0,100.335,0
18/04/2019 07.00,0,78.929,0
18/04/2019 08.00,0,121.498,0
18/04/2019 09.00,0,157.276,0
18/04/2019 10.00,0,165.177,0
18/04/2019 11.00,0,158.963,0
18/04/2019 12.00,0,148.022,0
18/04/2019 13.00,0,137.427,0
18/04/2019 14.00,0,127.281,0
18/04/2019 15.00,0,118.171,0
18/04/2019 16.00,0,99.52,0
18/04/2019 17.00,0,101.734,0
18/04/2019 18.00,0,121.488,0
18/04/2019 19.00,0,135.474,0
18/04/2019 20.00,0,144.734,0
18/04/2019 21.00,0,154.265,0
18/04/2019 22.00,0,164.223,0
18/04/2019 23.00,0,162.632,0
19/04/2019 00.00,0,157.209,0
19/04/2019 01.00,0,152.475,0
19/04/2019 02.00,0,153.711,0
19/04/2019 03.00,0,151.229,0
19/04/2019 04.00,0,146.476,0
19/04/2019 05.00,0,125.666,0
19/04/2019 06.00,0,82.206,0
19/04/2019 07.00,0,59.368,0
19/04/2019 08.00,0,74.296,0
19/04/2019 09.00,0,84.646,0
19/04/2019 10.00,0,77.881,0
19/04/2019 11.00,0,72.497,0
19/04/2019 12.00,0,68.514,0
19/04/2019 13.00,0,65.23,0
19/04/2019 14.00,0,59.924,0
19/04/2019 15.00,0,54.391,0
19/04/2019 16.00,0,48.66,0
19/04/2019 17.00,0,50.626,0
19/04/2019 18.00,0,52.984,0
19/04/2019 19.00,0,49.739,0
19/04/2019 20.00,0,42.276,0
19/04/2019 21.00,0,35.609,0
19/04/2019 22.00,0,30.288,0
19/04/2019 23.00,0,24.927,0
20/04/2019 00.00,0,20.212,0
20/04/2019 01.00,0,16.36,0
20/04/2019 02.00,0,14.02,0
20/04/2019 03.00,0,11.261,0
20/04/2019 04.00,0,9.955,0
20/04/2019 05.00,0,10.976,0
20/04/2019 06.00,0,10.403,0
20/04/2019 07.00,0,8.852,0
20/04/2019 08.00,0,9.71,0
20/04/2019 09.00,0,10.154,0
20/04/2019 10.00,0,8.686,0
20/04/2019 11.00,0,7.416,0
20/04/2019 12.00,0,6.163,0
20/04/2019 13.00,0,4.629,0
20/04/2019 14.00,0,3.604,0
20/04/2019 15.00,0,2.688,0
20/04/2019 16.00,0,2.466,0
20/04/2019 17.00,0,2.979,0
20/04/2019 18.00,0,4.11,0
20/04/2019 19.00,0,6.133,0
20/04/2019 20.00,0,9.239,0
20/04/2019 21.00,0,12.453,0
20/04/2019 22.00,0,14.982,0
20/04/2019 23.00,0,18.678,0
21/04/2019 00.00,0,23.062,0
21/04/2019 01.00,0,27.617,0
21/04/2019 02.00,0,31.132,0
21/04/2019 03.00,0,33.809,0
21/04/2019 04.00,0,33.745,0
21/04/2019 05.00,0,30.546,0
21/04/2019 06.00,0,22.487,0
21/04/2019 07.00,0,14.293,0
21/04/2019 08.00,0,20.923,0
21/04/2019 09.00,0,22.591,0
21/04/2019 10.00,0,18.072,0
21/04/2019 11.00,0,12.256,0
21/04/2019 12.00,0,6.938,0
21/04/2019 13.00,0,3.799,0
21/04/2019 14.00,0,2.519,0
21/04/2019 15.00,0,3.603,0
21/04/2019 16.00,0,6.853,0
21/04/2019 17.00,0,12.813,0
21/04/2019 18.00,0,21.247,0
21/04/2019 19.00,0,29.376,0
21/04/2019 20.00,0,38.115,0
21/04/2019 21.00,0,48.413,0
21/04/2019 22.00,0,60.461,0
21/04/2019 23.00,0,71.039,0
22/04/2019 00.00,0,77.724,0
22/04/2019 01.00,0,82.344,0
22/04/2019 02.00,0,85.058,0
22/04/2019 03.00,0,86.473,0
22/04/2019 04.00,0,90.645,0
22/04/2019 05.00,0,96.014,0
22/04/2019 06.00,0,78.817,0
22/04/2019 07.00,0,80.525,0
22/04/2019 08.00,0,131.881,0
22/04/2019 09.00,0,181.426,0
22/04/2019 10.00,0,236.581,0
22/04/2019 11.00,0,283.906,0
22/04/2019 12.00,0,311.232,0
22/04/2019 13.00,0,326.372,0
22/04/2019 14.00,0,335.945,0
22/04/2019 15.00,0,342.449,0
22/04/2019 16.00,0,328.344,0
22/04/2019 17.00,0,315.221,0
22/04/2019 18.00,0,332.575,0
22/04/2019 19.00,0,327.953,0
22/04/2019 20.00,0,324.485,0
22/04/2019 21.00,0,322.165,0
22/04/2019 22.00,0,311.274,0
22/04/2019 23.00,0,309.924,0
23/04/2019 00.00,0,315.236,0
23/04/2019 01.00,0,316.484,0
23/04/2019 02.00,0,317.239,0
23/04/2019 03.00,0,334.096,0
23/04/2019 04.00,0,342.652,0
23/04/2019 05.00,0,319.434,0
23/04/2019 06.00,0,296.645,0
23/04/2019 07.00,0,386.658,0
23/04/2019 08.00,0,439.223,0
23/04/2019 09.00,0,455.003,0
23/04/2019 10.00,0,464.522,0
23/04/2019 11.00,0,469.903,0
23/04/2019 12.00,0,473.13,0
23/04/2019 13.00,0,473.599,0
23/04/2019 14.00,0,472.972,0
23/04/2019 15.00,0,462.156,0
23/04/2019 16.00,0,451.66,0
23/04/2019 17.00,0,442.507,0
23/04/2019 18.00,0,435.613,0
23/04/2019 19.00,0,418.128,0
23/04/2019 20.00,0,407.93,0
23/04/2019 21.00,0,402.996,0
23/04/2019 22.00,0,406.153,0
23/04/2019 23.00,0,391.338,0
24/04/2019 00.00,0,382.454,0
24/04/2019 01.00,0,370.558,0
24/04/2019 02.00,0,376.409,0
24/04/2019 03.00,0,390.009,0
24/04/2019 04.00,0,392.328,0
24/04/2019 05.00,0,396.466,0
24/04/2019 06.00,0,390.077,0
24/04/2019 07.00,0,386.667,0
24/04/2019 08.00,0,395.808,0
24/04/2019 09.00,0,385.025,0
24/04/2019 10.00,0,371.898,0
24/04/2019 11.00,0,366.86,0
24/04/2019 12.00,0,359.807,0
24/04/2019 13.00,0,348.507,0
24/04/2019 14.00,0,335.69,0
24/04/2019 15.00,0,317.299,0
24/04/2019 16.00,0,284.226,0
24/04/2019 17.00,0,292.803,0
24/04/2019 18.00,0,310.985,0
24/04/2019 19.00,0,301.016,0
24/04/2019 20.00,0,279.144,0
24/04/2019 21.00,0,274.863,0
24/04/2019 22.00,0,275.545,0
24/04/2019 23.00,0,285.594,0
25/04/2019 00.00,0,289.814,0
25/04/2019 01.00,0,278.206,0
25/04/2019 02.00,0,250.591,0
25/04/2019 03.00,0,211.308,0
25/04/2019 04.00,0,171.613,0
25/04/2019 05.00,0,116.717,0
25/04/2019 06.00,0,76.733,0
25/04/2019 07.00,0,62.979,0
25/04/2019 08.00,0,72.346,0
25/04/2019 09.00,0,83.716,0
25/04/2019 10.00,0,91.741,0
25/04/2019 11.00,0,89.423,0
25/04/2019 12.00,0,72.255,0
25/04/2019 13.00,0,56.157,0
25/04/2019 14.00,0,58.866,0
25/04/2019 15.00,0,73.913,0
25/04/2019 16.00,0,79.233,0
25/04/2019 17.00,0,106.511,0
25/04/2019 18.00,0,159.588,0
25/04/2019 19.00,0,195.521,0
25/04/2019 20.00,0,215.191,0
25/04/2019 21.00,0,223.576,0
25/04/2019 22.00,0,231.169,0
25/04/2019 23.00,0,234.995,0
26/04/2019 00.00,0,250.376,0
26/04/2019 01.00,0,259.262,0
26/04/2019 02.00,0,246.942,0
26/04/2019 03.00,0,238.085,0
26/04/2019 04.00,0,222.125,0
26/04/2019 05.00,0,211.152,0
26/04/2019 06.00,0,188.808,0
26/04/2019 07.00,0,170.331,0
26/04/2019 08.00,0,176.249,0
26/04/2019 09.00,0,179.025,0
26/04/2019 10.00,0,171.618,0
26/04/2019 11.00,0,159.659,0
26/04/2019 12.00,0,125.379,0
26/04/2019 13.00,0,92.678,0
26/04/2019 14.00,0,96.303,0
26/04/2019 15.00,0,147.055,0
26/04/2019 16.00,0,203.656,0
26/04/2019 17.00,0,231.777,0
26/04/2019 18.00,0,247.589,0
26/04/2019 19.00,0,240.278,0
26/04/2019 20.00,0,223.002,0
26/04/2019 21.00,0,214.876,0
26/04/2019 22.00,0,222.134,0
26/04/2019 23.00,0,233.223,0
27/04/2019 00.00,0,203.444,0
27/04/2019 01.00,0,142.814,0
27/04/2019 02.00,0,97.049,0
27/04/2019 03.00,0,64.069,0
27/04/2019 04.00,0,32.879,0
27/04/2019 05.00,0,17.236,0
27/04/2019 06.00,0,14.023,0
27/04/2019 07.00,0,13.526,0
27/04/2019 08.00,0,16.94,0
27/04/2019 09.00,0,20.427,0
27/04/2019 10.00,0,30.295,0
27/04/2019 11.00,0,41.621,0
27/04/2019 12.00,0,41.175,0
27/04/2019 13.00,0,35.66,0
27/04/2019 14.00,0,29.49,0
27/04/2019 15.00,0,22.13,0
27/04/2019 16.00,0,16.349,0
27/04/2019 17.00,0,11.876,0
27/04/2019 18.00,0,9.712,0
27/04/2019 19.00,0,13.971,0
27/04/2019 20.00,0,19.626,0
27/04/2019 21.00,0,22.441,0
27/04/2019 22.00,0,20.32,0
27/04/2019 23.00,0,18.824,0
28/04/2019 00.00,0,22.251,0
28/04/2019 01.00,0,30.387,0
28/04/2019 02.00,0,37.519,0
28/04/2019 03.00,0,36.722,0
28/04/2019 04.00,0,38.271,0
28/04/2019 05.00,0,40.736,0
28/04/2019 06.00,0,36.446,0
28/04/2019 07.00,0,34.863,0
28/04/2019 08.00,0,33.599,0
28/04/2019 09.00,0,31.296,0
28/04/2019 10.00,0,33.32,0
28/04/2019 11.00,0,33.169,0
28/04/2019 12.00,0,31.166,0
28/04/2019 13.00,0,29.119,0
28/04/2019 14.00,0,30.735,0
28/04/2019 15.00,0,39.211,0
28/04/2019 16.00,0,46.607,0
28/04/2019 17.00,0,52.951,0
28/04/2019 18.00,0,70.292,0
28/04/2019 19.00,0,89.755,0
28/04/2019 20.00,0,107.654,0
28/04/2019 21.00,0,113.769,0
28/04/2019 22.00,0,109.916,0
28/04/2019 23.00,0,102.07,0
29/04/2019 00.00,0,90.661,0
29/04/2019 01.00,0,83.376,0
29/04/2019 02.00,0,76.747,0
29/04/2019 03.00,0,73.566,0
29/04/2019 04.00,0,74.627,0
29/04/2019 05.00,0,72.009,0
29/04/2019 06.00,0,78.092,0
29/04/2019 07.00,0,96.063,0
29/04/2019 08.00,0,116.447,0
29/04/2019 09.00,0,130.694,0
29/04/2019 10.00,0,140.48,0
29/04/2019 11.00,0,151.319,0
29/04/2019 12.00,0,151.214,0
29/04/2019 13.00,0,142.363,0
29/04/2019 14.00,0,132.905,0
29/04/2019 15.00,0,120.372,0
29/04/2019 16.00,0,95.849,0
29/04/2019 17.00,0,75.575,0
29/04/2019 18.00,0,70.933,0
29/04/2019 19.00,0,61.218,0
29/04/2019 20.00,0,51.522,0
29/04/2019 21.00,0,54.092,0
29/04/2019 22.00,0,67.258,0
29/04/2019 23.00,0,85.004,0
30/04/2019 00.00,0,102.959,0
30/04/2019 01.00,0,116.453,0
30/04/2019 02.00,0,120.368,0
30/04/2019 03.00,0,117.262,0
30/04/2019 04.00,0,104.51,0
30/04/2019 05.00,0,76.958,0
30/04/2019 06.00,0,56.321,0
30/04/2019 07.00,0,60.229,0
30/04/2019 08.00,0,83.713,0
30/04/2019 09.00,0,113.702,0
30/04/2019 10.00,0,146.915,0
30/04/2019 11.00,0,174.466,0
30/04/2019 12.00,0,203.452,0
30/04/2019 13.00,0,234.012,0
30/04/2019 14.00,0,256.527,0
30/04/2019 15.00,0,257.896,0
30/04/2019 16.00,0,233.152,0
30/04/2019 17.00,0,214.339,0
30/04/2019 18.00,0,208.806,0
30/04/2019 19.00,0,206.377,0
30/04/2019 20.00,0,186.03,0
30/04/2019 21.00,0,163.798,0
30/04/2019 22.00,0,161.308,0
